,Unnamed: 0,comment
79,79,what a long way Felix and his fanbase has come thank you Felix and Marzia for the content along the way💯
80,80,You are made for the dad life!
81,81,"Have w good one, enjoy it."
82,82,Felix has a japanese baby or a british baby?
83,83,Hello legend
84,84,give ur child privacy from the world
85,85,I miss Marzias YouTube channel and her spooky Halloween videos)))):
86,86,"Мне жаль пьюдипая, у него теперь ещё одна новая проблема...."
87,87,"Bjorn is so FREAKING cute, I can't"
88,88,😊
89,89,🥺🥺🥺🥺🥺
90,90,"6:23 
Me, russian: -wait wait wait, why is he speaking russian?"
91,91,Good
92,92,anti-natalists punching air rn
93,93,8:58 brooo i remember the ib playthrough that shit was so good
94,94,I hope bjorn doesn't watch the bridge incident 💀💀. Ayo felix don't kill me
95,95,ai generated baby. very fake. 2/10
96,96,I remember IB so well for some reason! It was such a good game to watch even though I don't remember what happens in it I still remember it so clearly. Very cool that it's still popular
97,97,Bjorn looks like such a calm happy baby
98,98,Child.
99,99,"So happy to see you like this, it gives me such a peace in heart to see you happy experiencing this amazing life !!! love you guys, never change your attitude pls ♥"
100,100,I love this beyond words. I can't wait to do stuff like this with my family! ❤
101,101,Nah because seeing this makes me so happy this new style is amazing Felix
102,102,Going from the Amnesia days to this…peak 🫶🏽
103,103,"It makes me so happy that he remembers Ib, such a good game and what a nostalgic moment for him to bring it up"
104,104,"make sure Bjorn never find the ""Pewdiepie bridge"" video when he grows up"
105,105,"omfg, Ib was the first playthrough I watched on pewds channel.
I had completely forgotten. It's been ages man. I was starting middle school back then, now I'm on the last year of my masters (plz help, thesis is a pain in the ass)."
106,106,Bro made a great investment for his future vlogs 🙈
107,107,행복해보인다….
108,108,I’m in love with the family content from pewds
109,109,Never mind the grind felix is happy now I just can’t stop remembering the good ol days
110,110,Pewdiepie I miss the grind bro you used to be so good at YouTube you still are just I miss the grind bro
111,111,I love this ❤❤❤❤
112,112,Ok
113,113,life isn’t what you imagine you will die of course and now u have inflicted another human soul to endure death
114,114,@mr beast
115,115,Really takes me back to those precious moments when you become a parent. You never get them back so enjoy it pewds.
116,116,Untill today i still dont believe we share the same bday 🥺🥺✨️
117,117,I’ve said it once and I’ll say it again Bjorn will have the ultimate bragging rights in school because he gets to say his father was the very 1st king of YouTube
118,118,I miss ur old videos😕😢
119,119,youtube now gives you a baby at 111m subs?
120,120,literally crying for them. they are living the dream <3 ty guys for the videos!
121,121,this warms my heart so much
122,122,Best YouTube flex video ever
123,123,Thank you for showing us these wholesome moments 😭
124,124,"It's not a loli, so you get a dislike."
125,125,His life is finally complete <3
126,126,So his eyes are blue
127,127,Herpes
128,128,Cherish every second! Even the bad ones!
129,129,"Everytime I see edger in the new videos now, he tears me up because of how old he’s getting by his gray face. I remember when pewds first introduced in on Fridays with pewdiepie back in 2013 when he was still a puppy. 
Time does fly by."
130,130,Bros really completed the life story quest now bros a multi millionaire with a loving wife and son not to mention 100 million fans.
131,131,Så söt lilla Björn! Ni är en fin familj. Kul att få se er 3 och få se Björn växa upp. 😊
132,132,I'm so happy for you! PewdsJr  will take over the channel soon 👏
133,133,"Can't wait for the video 10 years from now or so.. where Pewds son reacts to ""teleporting naked guys"""
134,134,such a full circle moment. happy to see you guys happy (:
135,135,Aww he's so cute and chubby
136,136,"じゃがチョコ美味いよね！！
一時期依存してた笑笑"
137,137,bro i was watching pewds since amnesia a machine for pigs. now i’m in college and bro has a baby😭😭
138,138,"Seeing my favourite childhood YouTuber become a Dad is so heartwarming, you've gone so far Felix. It's nice to see your little family happy and well ❤"
139,139,🥺🫶
140,140,The gps sound scared me lmao
141,141,Felix got the cheat code for this game!
142,142,Bjorn saying the n word has concequences
143,143,Why Dosent He Have More Susbscribers
144,144,This got me smiling without noticing
145,145,Pewds livin in a anime world
146,146,Very Nice
147,147,i love you
148,148,Good
149,149,Seeing him talk about IB 😭💕💞 i love that game with my whole heart
150,150,Mini PewDiePie ❤
151,151,Hi Felix and Marzia me and my husband spent sleepless hours watching you and Ken mess around and goof off while we were taking care of. Little one of our own. Lol trying to gwt her to sleep. And tired hours of cranky baby. Just realize how crazy it is that you are papa Felix now. How beautiful. 🎉
152,152,"Grew up from like the age of seven watching him, I’m an adult now and watching him grow into a father is honestly the best thing. He’s grown with us and the content has as well."
153,153,"5:55 ""I'm going to 3D print you something"" is Felix's love language"
154,154,"Im here to look for that comment say ""We all know how you got that child""."
155,155,"As a dad, once the baby gets to about 9 months old, fatherhood gets even more awesome."
156,156,Does anyone why he moved to japan?
157,157,"These videos are so wholesome. Let's not forget they tried to ""cancel"" this man."
158,158,"Been a fan since 2014 and I'm so happy to see, when I was a 7 yr old little boy, to growing up and being a 16yr old uncle of 110 million. I'm very proud to have been a fan for so long"
159,159,good
160,160,"6:23 good job, comrade"
161,161,Bjorn in his bear overalls 🐻💌
162,162,"I don't want to be a party pooper but the Babybjørn carrier is not ergonomically correct and can give baby pain in the hips, you can google this yourself if you don't believe me. I just bought Tula FTG as it is ergonomically correct for both baby and the person carrying the baby. I had babybjørn myself but stopped using it when someone told me it's not good for babys hips."
163,163,YOU'RE SO ADORABLE I CAN'T😭😭😭😭😭😭😭
164,164,Its wild how much felix has gone through over all these years and now hes here. Living the dream
165,165,Love to see you guys and your lil family 🥺 so cute and inspiring to see where you and Marzia are at in your lives and also the bjorn updates and momo and Edgar just make me so happy as well ❤❤❤
166,166,Love being apart of your guys journey thank you for sharing with us
167,167,Imagine his kid grows up and sees the bridge incident from 1999
168,168,4:40 Fuji-san!!!
169,169,<3
170,170,"From taking stephano everywhere, to taking your son everywhere. It's so great to see how far you've come... And how far us, the viewers, have come. I wish the best for your family and future 🙏"
171,171,"I can't wait to hear Felix yell out ""BJORN! DEUTSCHLAND!"""
172,172,"Wait, what? they have a kid? how long have i been asleep ? Mate i am so happy for them. This is a new level. Well done. I wish you all the happiness in the world."
173,173,Every episode great thanks
174,174,"Pewdiepie years ago: ""Kids are dum""

Pewdiepie now: *Has a kid :D*"
175,175,The Thumbnail said: 👁👁
176,176,Pendiepi when mor skate 3
177,177,But does he poop in the shower…that is the question…💩
178,178,i smiled the whole vid
179,179,"Such a cute chunk❤️❤️
I had twins about 5 months ago and can’t be more proud and happy to have had babies the same year as my favorite YouTuber❤️❤️"
180,180,Man good for you enjoying life. Honestly happy for u
181,181,"I had a dream about seeing pewd with
His child once.
She had long hair running down the
Street.
Don't worry the child was okay."
182,182,Wow
183,183,WHY BABEH SO CUTE!?!?
184,184,My recommendation is Irita Beach(入田浜) in Shizuoka-ken.
185,185,Bro you did so many front flips in Happy Wheels
186,186,ppl might knock it but newborn phase is def terrifying. keeping this tiny soul happy and healthy. the walking and talking age will be wild tho
187,187,These are the best videos ever EVER GOD BLESS YALL
188,188,Great video
189,189,I still can’t comprehend that pewdiepie and marzia are parents now and have little cute baby
190,190,Han är så himla gullig :3
191,191,Bjorn is so cute ❤❤
192,192,Prekini da kopiras Mudju bre
193,193,Se você traduziu de um like
194,194,"It's that warm, cosy kind of wholesome feeling 🌼"
195,195,bjorn is so cute!!!
196,196,Jaaaaa Björn är äntligen tillbaka
197,197,Nice
198,198,He bought citizenship right? IS it possible for us 'normal' people to get it any way?
199,199,"thank you pewdiepie. you inspire me to live in a happier life. I know that videos don't capture full situations of struggles or fears, but nevertheless, i feel like happiness and contentness is possible when i see you and marzia living well. im going to do my best. thank you again for sharing your journey"
200,200,"You have to learn to speak ""Baby""- Det är lättare än Japanska😍"
201,201,We know what u did to have a kid
202,202,i had to go look up your playthrough i had forgotten what it was. yep that was a fun series :)
203,203,baby review! 12:50
204,204,Thank you for sharing this with us!!
205,205,I love this format so much!!! I’m so happy for you guys!! This really looks healing for both of you to be able to have this cute little family and sweet little life in such a good place. I’m having a baby next month and I just can’t wait!!!!
206,206,2:04 *Dad just stop right now unless you want me to cry for the next 45 minutes*
207,207,That child is so adorable!!! He looks just like FELIX 🥺🩵🤍🤍🤍🤍
208,208,"Man, when Bjorn is old enough he's gonna slay every woman in this country"
209,209,Feels so happy witnessing the different eras of the PewDiePie channel
210,210,Quite a night
211,211,This is great ❤😊
212,212,"Thank you Felix for sharing your life with us ❤️ you and Marzia are great parents and I hope nothing but the best for you all.

5"
213,213,Just wait til Bjorn able to make Tsunami with 2 little feetsies
214,214,that last shot was 100% bjorn poopin
215,215,Good
216,216,ngl i just fast forwardded to alll the bjorn parts
217,217,у тибе очень мимишный малыш
218,218,Pewds raising the prince of YouTube🤴
219,219,Watching your vlogs feels as if I'm reading a really wholesome romantic slice-of-life manga. Wishing you and your family the best in the future Pewds ❤
220,220,I'M FROM INDONESIA
221,221,a blue-eyed blonde baby born in japan...they gave birth to naruto
222,222,DO NOT LET HIM LEARN OF THE BRIDGE INCIDENT
223,223,Thanks for the crispbread shoutout 😏
224,224,"It is so wholesome to see you as a father looking back at where u started. You honestly changed my mind to not wanna become a father, and i thank you for that. I whish good health to you, Marzia and ofcourse lil baby Björn ❤"
225,225,Nice to good 💯❤❤
226,226,Almost teared up
227,227,"Pure happiness🥹❤ We're very lucky we get to watch this. The editing is so chill too, every second is just so soothing and happy and funny💖💕🌞🎀🌸✨️ Björn is so cute 😭"
228,228,Love u guys nothing but blessings and love for all ❤️ been watching since fucking og fridays with piewdiepie and it’s crazy to see u grow and grow with u. will definitely always be a fan and support ur journey in life ❤️
229,229,日本語が上手くなってるね😍
230,230,I hope he stays in vids and vlogs he’s adorable
231,231,Very interesting vlog this son is very cute and i am very enjoyed i like it
232,232,You look like Jeffrey Dahmer😂😂😂😂
233,233,wow it feels surreal seing poods now. happy for you three
234,234,I can't believe the time has come that Felix & Marzia has a baby. Time flies so fast
235,235,おめでとうございます🎊🎉🎊👶
236,236,"What languages are you gonna teach bjorn.. obviously english and japanese, but what about swedish and italian."
237,237,I love following you life of you family heres a hug from sweden ^w^
238,238,"What a beautiful and fun family, so so happy to see you happy"
239,239,"I just can't get over that Marzia had a baby, like, she IS a baby. Look at her face, adorable❤"
240,240,"Wow bro congratulations, grew up watching you since I was little and to see you become a dad is amazing!"
241,241,"I just got in my mind Felix old vids, @demon blah blah videos phase, and OMG dude you grown up, and honestly we all are at the meantime and that phase was awesome and exactly what we needed at that time."
242,242,Is this child going to be quadrilingual?
243,243,Marzias vibe is so delicate and pretty! Love these videos Felix!
244,244,"I’ve been watching Felix since I was 10, I’m now 20. I cannot fathom how warming it is seeing him with his family."
245,245,"Damn I haven’t watch Pewds in a couple years, watching this is like sitting down and catching up with a friend after moving away or something"
246,246,"The warmth and love felt through the screen is OUTSTANDING! 
The most healthy love i’ve ever seen in my entire life."
247,247,When are you gonna tell him about what you said on that bridge
248,248,I love these vlogs. Reminds me of Marzia's back in the day.
249,249,I love Marzia outfits!! I am so happy for you guys. I love watching you guys while on the clock and thinking about the life I want to live.
250,250,brofist👊
251,251,"i know that this type of comment is repetetive but i used to watch old pewds funny montages, amnesia etc when i was 13, now im 22 years old and i somehow feel proud, happy and old at the same time when i see that pewdiepie has a baby :D love ya all"
252,252,It would be so nice to see in a couple of years Pews and Bjorn do vlogs in the style that Mattdoesfitness used to do with his son Luca.
253,253,this is actually so adorable
254,254,👇Wow! I love Pewdiepie ❤️
255,255,"The Growth of this man is amazing, I miss when he used to play Amnesia during my highschool years and sleeping on the tablet when he was just making them videos was one of the best times of my life. Thank you Pewds for being an amazing person despite all the bs the media portray you as."
256,256,Ib was such a throwback holy moly. Like 2011 or something like Ao Ini
257,257,I wonder if Bjorn says ' nigga'
258,258,"I had a very bad day. But this video is a pure compilation of happiness. Thank you, Felix."
259,259,This is so cute my heart exploded I think
260,260,"the end part where he's talking about simulator is the most ""dad"" way to explain raising a baby 😂"
261,261,Cute baby
262,262,"So happy to see Marzia showing her face on youtube again. It's been too long since she quit youtube and all, really missed her. And can't stop smiling because of happiness for Pewds. Seeing him become the great man that he is today, a living legend this guy is. This could actually be one of the luckiest family just because of all its composition. A super cute child, and two living legends of the YouTube industry. That's a WOW right there"
263,263,what baby doing in japan ?
264,264,This is so wholesome!
265,265,"I'm so happy for you bro
I hope you stay happy forever"
266,266,Pewdiepie posting family content  (and im gonna cry)
267,267,my god you look like ur father with those glasses man
268,268,"As someone who kinda really wants to stay childless but loves children, im so happy i get to live vicariously through you two ♡"
269,269,"Italian Swede Raised in Japan for his childhood/teenhood 
Whose father is one of the biggest channels in the world"
270,270,Let do the Biggest Family Youtube Channel on The WORLD FELIX❤
271,271,T seris is better
272,272,"Damn Bjorn really bout to be the most OP mc irl being a viking raised amongst samurai, able to speak 4 diff languages and possibly more and also being raised in a world we all dream of going to 1 day... damn 🥲😝"
273,273,"Swedish, Italian, English AND JAPANESE!? This baby's gonna be well clever!"
274,274,we need new TSUKI merch
275,275,"I really enjoy the vloggg!!!! Love to Pewds, Marzia, and Bjorn 💖💖💖💖"
276,276,"I love the fact that once Björn is old enough, he's gonna look back on these videos and cringe inherently while we're all here gushing about how prescious he is haha"
277,277,"i think you pewds is from Russia, moved to england when was little, and now came to Japan"
278,278,Bjorn's emerald green eyes>>>>>>>>>>>>>
279,279,T searise
280,280,"I'll be back here 5 years later. To see how much Bjorn has grown. First pewds ""raised"" me. Now I'm watching pewds raising his son. Wow... I'll never forget this family till I get old. Pewds and Marzia became a special part of me since my childhood and now Bjorn is in the family. It's the sweetest thing ever to see in YouTube history for me."
281,281,Так приятно видеть счастье их семьи! Надеюсь они навсегда останутся такими же замечательными
282,282,I will wait till his son found out the bridge accident
283,283,Watched so many subscriber stuck forever
284,284,This really is the best 🥰
285,285,I love having family helping in my vids and working with them! 😢
286,286,Why don't you make more Gameplay videos anymore Pewdiepie?
287,287,"Honestly, I like this new format of what Felix is doing. Seeing people genuinely happy and content is so much better than manufacturing videos for views ^^"
288,288,dude is surrounded with so much cuteness
289,289,little gamer
290,290,"Omg, he looks like Marzia"
291,291,Felix doing baby review at the end.
292,292,your life is beautiful
293,293,I'm Love Pewdiepie Video But Funny😂
294,294,Bjorn is so cute! You guys look so happy
295,295,❤
296,296,"Thanks for sharing a piece of your life, pewdiepie. It's refreshing to see this type of content, feels like the youtube of old but it's extra wholesome with us having seen you for a long time. Hopefully Bjorn will also share in your ability to entertain!"
297,297,pratar du svenska med ditt barn
298,298,so adorable! that kid is going to grow up healthy and happy🫶🏻
299,299,Pewdiepie Bridge Incident...
300,300,"Something doesn’t set correctly, you have over one hundred million subscribers and you’re able to walk around and live normally"
301,301,PewDiePie: After Story
302,302,😵‍💫😵‍💫😵‍💫✅
303,303,You look younger than you did 6 years ago
304,304,I completely agree. I had my baby around the same time as you and I wasn't loving the newborn stage. My baby is 14 weeks now and this stage is so much better!
305,305,Bjorn is so cute 🥰
306,306,Luv from Pakistan❤
307,307,Pewds played Ib around when I started watching. Time flies 🥲 still one of my favorite games to date and he brought it to life.
308,308,"T-Series 251 M 
You setback"
309,309,Congrats pewds
310,310,nice video
311,311,MORE BJORN CONTENT HE’S TOO CUTE WE NEED MORE 😭💗💕
312,312,yayyyyyyyy yo hooo
313,313,Thanks for letting me do some research on the
314,314,How come Bjorn have grey eyes... so cutee
315,315,Tja jag är från Sverige också
316,316,"Just wait a couple weeks he’ll start hardy belly laughing, if he isn’t already"
317,317,Happy ❤❤❤
318,318,Pewds. Happy to see you happy.
319,319,"I'm in tears of happiness, this video is beautiful. Thanks ❤"
320,320,little pewds looks like you.
321,321,Bjorn is going to be an anime protagonist
322,322,Literally the cutest baby
323,323,I wish Bjorn became a youtuber when he is big
324,324,"I love that Felix is having such a great life, but knowing he's not gonna play video games anymore breaks my soul. He was my favorite gamer."
325,325,Proud of you man i cant put it into words but im glad you are enjoying your life
326,326,2:03 Björn’s face 💀
327,327,"Wtf, blud’s a whole ass dad now??? 🥹"
328,328,Dang I haven’t watched you in so *LONGGGGGG* the last time I watched you was about 4 ish years ago or something like that
329,329,literally tearing up... i started watching felix in 2012 <3
330,330,They have his and her's dogs LOL
331,331,"how the baby works....

Press belly button for giggles

pat back to burp"
332,332,"I wish you both the best fall, Felix and the lady"
333,333,"This is the new best video on YouTube. All smiles, dude."
334,334,PewDadPie living the life
335,335,That boy is going to be fourthlingual
336,336,papa pewds yow
337,337,PewdiepieI had your G Fuel Energy Drink and I just want to tell you it sucksI NEVER hated bG Fuel until I had your energy drinkI am bNEVER buyin g G Fuel again because of youPewdiepie made me spit it out and flush it down the toilet I will NEVER buy that shit again and I suggest everyon e else out there to STAY THE HELL AWAY FROM IT!!!!!!!!!!!!!!!!!!!!
338,338,Best gila game flip table
339,339,Pewds why aren't you gaining subscribes faster 💀💀
340,340,"Im so happy for you, saluti dall’Italia!!"
341,341,Envys a sin but i can't help it when watching these videos 😂
342,342,日本の夏は異常に暑いけど、無事に乗り越えられてよかった。やっと秋、すくすく元気に育ちますように
343,343,世界一かわいい赤ちゃん！！！！！！！いいお父さんとお母さんのもとでよかったね
344,344,"Well Pewdiepie technically retired from seeing Youtube as his job. He has completed his dream life now with having a beautiful girl, living in Japan and also having a kid now. However he does upload now and then cause he likes making videos as a hobby."
345,345,"Is this wholesome era? Best era, fuck it"
346,346,Mr. Pewds focusing on his family is good for all of our mental health.
347,347,The bridge incident😊
348,348,u look cool bro sick dada aesthethic
349,349,Pewdiepie said the N Word once… please don’t like this guy
350,350,Omaigadddd IB!!
351,351,"You really should come to Turkey, You'll love it here"
352,352,"So, Björn will learn at least three languages.
Great start"
353,353,"He looks exactly like marzia in the thumbnail, Aww so cute"
354,354,Do PewDiePie read the comments?
355,355,The child
356,356,"اين العالم العربي !! اين العالم الاجنبي ؟!! مشاهد الأطفال في غزة 💔 .. أطفال غزة تباد على أيدي الأحتلال الصهيوني الإسرائيلي بمساعدة امريكية والعالم أجمع صامت عن جرائم الإحتلال بأطفال غزة 😔😔 .. هذا هو بنك أهداف الأحتلال في غزة !! اين العالم لاجمع لا يرى ولا يسمع ولا يتكلم !!  


Where is the Arab world!! Where is the foreign world?!! Scenes of children in Gaza 💔.. The children of Gaza were exterminated at the hands of the Zionist-Israeli occupation with American assistance, and the entire world is silent about the crimes of the occupation against the children of Gaza 😔😔.. This is the bank of the occupation’s goals in Gaza!! Where is the whole world that cannot see, hear, or speak!!


  


Где арабский мир!! Где зарубежный мир?!! Сцены с детьми в Газе 💔.. Дети Газы были истреблены руками сионистско-израильской оккупации при американской помощи, и весь мир молчит о преступлениях оккупации против детей Газы 😔😔.. Это банк целей оккупации в секторе Газа!! Где весь мир, который не видит, не слышит и не говорит!!"
357,357,PewDiePies sperm pet is so cute 😍
358,358,"I don't know if I'll ever have a kid, but if i do, i think I'd be crying the whole time. Just constantly overwhelmed with joy. They'd probably become the most spoiled brat I've ever known, and it'd be all my fault, lol.

For now, I'm single and hope one day I'll find my love. If i don't, I'll at least have my friends, and lots of books to read. I really hope i find someone to share my books with.

... Anybody interested in fantasy books?"
359,359,The audio that Marzia edits for the vlogs is always so interesting and soothing. The music complements the flow of the video clips in a way that really enhances the video as a whole. It’s nice to see editing done with such care and consideration for each aspect of it.
360,360,It feels like such a privilege getting to see Marzia and Felix fall in love with Bjorn and enjoying parenthood.
361,361,"""I'm 39 I can do dad jokes now"""
362,362,ugh so cute <3
363,363,😭❤❤❤
364,364,Pudidi 😂
365,365,These videos are very relaxing
366,366,بهبهتقخنيخني😢😢
367,367,I don’t watch him for 2 years and he has a kid lives in Japan holy shit a lot has changed but I’m happy he is very happy
368,368,when he started speaking russian 😭😭😭
369,369,Do you go to those prostitution bars in Japan and cheat on your wife?
370,370,Brother why did Bjorn have a dress on
371,371,So beautiful I'ma cry! 😍
372,372,Dad time with Felix is the most precious thing ever!
373,373,OMGGGGGGGGGG hes ALIVEEEEEEEEEEEEEEEEEEEEEEEEEEEEE
374,374,my boy is growing fast too im glad to share this experience with you both you deserve it the world needs more kind men
375,375,can I remind you about the bridge incident
376,376,:)
377,377,"Thank you, that you never really left YT  pewds. 

I've been a bro for so many years now and despite all the changes in my life, I always knew I could come back to your channel and enjoy your wonderful content and vibe. 

You're amazing man, all the best to you, Marzia, Björn and the pets. Take care!"
378,378,Bjorn's eyes are so beautiful
379,379,How did he gain Japanese citizenship??
380,380,I've been smiling for whole 13 mins ❤
381,381,"Imagine how long he has to do this, like for the rest of his life."
382,382,still love ur content felix
383,383,I wonder what language he'll speak first since yall expose him to both Japanese and English (and I'd like to think also Swedish and Italian). I think baby boy is gonna be a polyglot who dunks in everyone like his dad
384,384,POV: the pewdiepie kid watch the bridge video 😶
385,385,The day you quit youtube is gonna be a sas day pls dont ever quit we need PewDiePie
386,386,Taler I nogle gange svensk og Italiensk til ham? 🥰
387,387,"Bjorn looks so happy and it's so cute that Marzia and Felix get to spend so much time with him. He's also gonna be leaning 4 languages - Swedish, Italian, English, Japanese! He's going to be a powerful little bear!"
388,388,Bjorn wont last long
389,389,You are an incredible father Felix.
390,390,It's not real you pewdiepie
391,391,The last one he just Popping
392,392,Is it Marzia editing? I feel her presence in the edits. Because eventhough she is not on YT anymore she will always be the best editor i ever saw. Queen of edits.
393,393,Pie die pie plisssss buat koten gaming seperti dulu dan buat lah seniat mungkin
394,394,bouzouki is the best
395,395,"i love having been with pewdiepie when i was young, still in probably like, 4-5th grade and he was around i think 5 million subs, now i work a pipewelding job and i can watch pewdiepie as a dad with a child"
396,396,Kunal bhardwaj 45
397,397,Kunal bro 45
398,398,My channel name is
399,399,This guy is my childhood
400,400,I’m with you in the newborn stage! For us personally that was the hardest with both of our kids. Year 1-2 is just amazing I think you’ll really love that stage x
401,401,6:23 этого я не ожидал
402,402,Congratulations
403,403,"this is beautiful, happy for you, from old time bros"
404,404,Я РУССКИЙЪ
405,405,Say the same thing that you said on the PewDiePie bridges. Incident
406,406,Попробуй делать озвучки на других языках может это поможет снова вернуть былую популярность
407,407,STOP EXPLOITING YOUR CHILD!!!!
408,408,"4 years from now you'll hear Bjorn yelling ""Soy Boy!"" In the background of Pewdiepie's vlogs. Lol."
409,409,i don't think i've ever seen pewds smile the way he does at Bjørn. Best thing ever.
410,410,My favorite type of video
411,411,Why are pewdiepie subscribers shaking 😢😢😢😢😢😢😢😢
412,412,❤❤
413,413,I completely forgot hes a dad to a human now😭
414,414,life doesn't get better than this
415,415,that kid shall be the next pewdiepie and also I might see you soon hehe
416,416,Hooray for posting footage of your child on a public platform before they’ve even learned to speak!
417,417,bjorn ironside
418,418,What's Up?
419,419,hard work paid off phelix...
420,420,Marzia 10/10 mom
421,421,"When Bjorn reaches 1 year old, will pewdiepie have 112m subs?"
422,422,It feels like a luxury to watch every episode...I appreciate Kjelbergs' efforts to bring joy.
423,423,from 11 million subs and slenderman/amnesia videos to watching pewds hold a mini pewds. life is crazy
424,424,Bruh I've never commented but I've been watching your videos since i was 14 and im 23 now.
425,425,"Bjorn is an unreasonably cute kid, damn"
426,426,So much has changed its crazy
