,Unnamed: 0.1,Unnamed: 0,comment,sentimen
68,68,68,who is this guy a swedish youtuber settled in japan nice,positive
69,69,69,does bjrn watch moomins,neutral
70,70,70,so i guess when bjorn grows up he can speak four languages ,neutral
71,71,71,thumbs up,neutral
72,72,72,yo i havent watched you a while but its honestly so inspiring watching you enjoy life with honest videos here,positive
73,73,73,important,positive
74,74,74,just i quick question are you planing on teaching bjorn englisch japanese swedish and italian ,positive
75,75,75,622     ,neutral
76,76,76,first 3 months are the worst after that u can sleep the whole night through,negative
77,77,77,im just so happy for him its hard to be happy for someone when your in dark times especially for a stranger but even tho i feel like i cant better myself or i will never change or be better this video for some reason gives me a sense that true happiness is real and that all you got to do is reach for it,positive
78,78,78,deutschland dankt rechtherzlich fr das shoutout,neutral
79,79,79,what a long way felix and his fanbase has come thank you felix and marzia for the content along the way,negative
80,80,80,you are made for the dad life,neutral
81,81,81,have w good one enjoy it,positive
82,82,82,felix has a japanese baby or a british baby,neutral
83,83,83,hello legend,neutral
84,84,84,give ur child privacy from the world,neutral
85,85,85,i miss marzias youtube channel and her spooky halloween videos,neutral
86,86,86,         ,neutral
87,87,87,bjorn is so freaking cute i cant,positive
88,88,88,,neutral
89,89,89,,neutral
90,90,90,623 me russian wait wait wait why is he speaking russian,neutral
91,91,91,good,positive
92,92,92,antinatalists punching air rn,neutral
93,93,93,858 brooo i remember the ib playthrough that shit was so good,positive
94,94,94,i hope bjorn doesnt watch the bridge incident  ayo felix dont kill me,neutral
95,95,95,ai generated baby very fake 210,negative
96,96,96,i remember ib so well for some reason it was such a good game to watch even though i dont remember what happens in it i still remember it so clearly very cool that its still popular,positive
97,97,97,bjorn looks like such a calm happy baby,positive
98,98,98,child,neutral
99,99,99,so happy to see you like this it gives me such a peace in heart to see you happy experiencing this amazing life  love you guys never change your attitude pls ,positive
100,100,100,i love this beyond words i cant wait to do stuff like this with my family ,positive
101,101,101,nah because seeing this makes me so happy this new style is amazing felix,positive
102,102,102,going from the amnesia days to thispeak ,neutral
103,103,103,it makes me so happy that he remembers ib such a good game and what a nostalgic moment for him to bring it up,positive
104,104,104,make sure bjorn never find the pewdiepie bridge video when he grows up,positive
105,105,105,omfg ib was the first playthrough i watched on pewds channeli had completely forgotten its been ages man i was starting middle school back then now im on the last year of my masters plz help thesis is a pain in the ass,positive
106,106,106,bro made a great investment for his future vlogs ,positive
107,107,107,,neutral
108,108,108,im in love with the family content from pewds,positive
109,109,109,never mind the grind felix is happy now i just cant stop remembering the good ol days,positive
110,110,110,pewdiepie i miss the grind bro you used to be so good at youtube you still are just i miss the grind bro,positive
111,111,111,i love this ,positive
112,112,112,ok,positive
113,113,113,life isnt what you imagine you will die of course and now u have inflicted another human soul to endure death,neutral
114,114,114,mr beast,neutral
115,115,115,really takes me back to those precious moments when you become a parent you never get them back so enjoy it pewds,positive
116,116,116,untill today i still dont believe we share the same bday ,neutral
117,117,117,ive said it once and ill say it again bjorn will have the ultimate bragging rights in school because he gets to say his father was the very 1st king of youtube,negative
118,118,118,i miss ur old videos,positive
119,119,119,youtube now gives you a baby at 111m subs,neutral
120,120,120,literally crying for them they are living the dream 3 ty guys for the videos,negative
121,121,121,this warms my heart so much,positive
122,122,122,best youtube flex video ever,positive
123,123,123,thank you for showing us these wholesome moments ,neutral
124,124,124,its not a loli so you get a dislike,neutral
125,125,125,his life is finally complete 3,positive
126,126,126,so his eyes are blue,neutral
127,127,127,herpes,neutral
128,128,128,cherish every second even the bad ones,negative
129,129,129,everytime i see edger in the new videos now he tears me up because of how old hes getting by his gray face i remember when pewds first introduced in on fridays with pewdiepie back in 2013 when he was still a puppy time does fly by,positive
130,130,130,bros really completed the life story quest now bros a multi millionaire with a loving wife and son not to mention 100 million fans,positive
131,131,131,s st lilla bjrn ni r en fin familj kul att f se er 3 och f se bjrn vxa upp ,neutral
132,132,132,im so happy for you pewdsjr  will take over the channel soon ,positive
133,133,133,cant wait for the video 10 years from now or so where pewds son reacts to teleporting naked guys,neutral
134,134,134,such a full circle moment happy to see you guys happy ,positive
135,135,135,aww hes so cute and chubby,positive
136,136,136,,neutral
137,137,137,bro i was watching pewds since amnesia a machine for pigs now im in college and bro has a baby,neutral
138,138,138,seeing my favourite childhood youtuber become a dad is so heartwarming youve gone so far felix its nice to see your little family happy and well ,positive
139,139,139,,neutral
140,140,140,the gps sound scared me lmao,positive
141,141,141,felix got the cheat code for this game,negative
142,142,142,bjorn saying the n word has concequences,neutral
143,143,143,why dosent he have more susbscribers,positive
144,144,144,this got me smiling without noticing,neutral
145,145,145,pewds livin in a anime world,neutral
146,146,146,very nice,positive
147,147,147,i love you,positive
148,148,148,good,positive
149,149,149,seeing him talk about ib  i love that game with my whole heart,positive
150,150,150,mini pewdiepie ,neutral
151,151,151,hi felix and marzia me and my husband spent sleepless hours watching you and ken mess around and goof off while we were taking care of little one of our own lol trying to gwt her to sleep and tired hours of cranky baby just realize how crazy it is that you are papa felix now how beautiful ,positive
152,152,152,grew up from like the age of seven watching him im an adult now and watching him grow into a father is honestly the best thing hes grown with us and the content has as well,positive
153,153,153,555 im going to 3d print you something is felixs love language,positive
154,154,154,im here to look for that comment say we all know how you got that child,neutral
155,155,155,as a dad once the baby gets to about 9 months old fatherhood gets even more awesome,positive
156,156,156,does anyone why he moved to japan,neutral
157,157,157,these videos are so wholesome lets not forget they tried to cancel this man,neutral
158,158,158,been a fan since 2014 and im so happy to see when i was a 7 yr old little boy to growing up and being a 16yr old uncle of 110 million im very proud to have been a fan for so long,positive
159,159,159,good,positive
160,160,160,623 good job comrade,positive
161,161,161,bjorn in his bear overalls ,neutral
162,162,162,i dont want to be a party pooper but the babybjrn carrier is not ergonomically correct and can give baby pain in the hips you can google this yourself if you dont believe me i just bought tula ftg as it is ergonomically correct for both baby and the person carrying the baby i had babybjrn myself but stopped using it when someone told me its not good for babys hips,negative
163,163,163,youre so adorable i cant,positive
164,164,164,its wild how much felix has gone through over all these years and now hes here living the dream,positive
165,165,165,love to see you guys and your lil family  so cute and inspiring to see where you and marzia are at in your lives and also the bjorn updates and momo and edgar just make me so happy as well ,positive
166,166,166,love being apart of your guys journey thank you for sharing with us,positive
167,167,167,imagine his kid grows up and sees the bridge incident from 1999,neutral
168,168,168,440 fujisan,neutral
169,169,169,3,neutral
170,170,170,from taking stephano everywhere to taking your son everywhere its so great to see how far youve come and how far us the viewers have come i wish the best for your family and future ,positive
171,171,171,i cant wait to hear felix yell out bjorn deutschland,neutral
172,172,172,wait what they have a kid how long have i been asleep  mate i am so happy for them this is a new level well done i wish you all the happiness in the world,positive
173,173,173,every episode great thanks,positive
174,174,174,pewdiepie years ago kids are dumpewdiepie now has a kid d,neutral
175,175,175,the thumbnail said ,neutral
176,176,176,pendiepi when mor skate 3,neutral
177,177,177,but does he poop in the showerthat is the question,neutral
178,178,178,i smiled the whole vid,positive
179,179,179,such a cute chunki had twins about 5 months ago and cant be more proud and happy to have had babies the same year as my favorite youtuber,positive
180,180,180,man good for you enjoying life honestly happy for u,positive
181,181,181,i had a dream about seeing pewd withhis child onceshe had long hair running down thestreetdont worry the child was okay,positive
182,182,182,wow,positive
183,183,183,why babeh so cute,positive
184,184,184,my recommendation is irita beach in shizuokaken,neutral
185,185,185,bro you did so many front flips in happy wheels,positive
186,186,186,ppl might knock it but newborn phase is def terrifying keeping this tiny soul happy and healthy the walking and talking age will be wild tho,positive
187,187,187,these are the best videos ever ever god bless yall,positive
188,188,188,great video,positive
189,189,189,i still cant comprehend that pewdiepie and marzia are parents now and have little cute baby,positive
190,190,190,han r s himla gullig 3,neutral
191,191,191,bjorn is so cute ,positive
192,192,192,prekini da kopiras mudju bre,neutral
193,193,193,se voc traduziu de um like,neutral
194,194,194,its that warm cosy kind of wholesome feeling ,positive
195,195,195,bjorn is so cute,positive
196,196,196,jaaaaa bjrn r ntligen tillbaka,neutral
197,197,197,nice,positive
198,198,198,he bought citizenship right is it possible for us normal people to get it any way,positive
199,199,199,thank you pewdiepie you inspire me to live in a happier life i know that videos dont capture full situations of struggles or fears but nevertheless i feel like happiness and contentness is possible when i see you and marzia living well im going to do my best thank you again for sharing your journey,positive
200,200,200,you have to learn to speak baby det r lttare n japanska,neutral
201,201,201,we know what u did to have a kid,neutral
202,202,202,i had to go look up your playthrough i had forgotten what it was yep that was a fun series ,positive
203,203,203,baby review 1250,neutral
204,204,204,thank you for sharing this with us,neutral
205,205,205,i love this format so much im so happy for you guys this really looks healing for both of you to be able to have this cute little family and sweet little life in such a good place im having a baby next month and i just cant wait,positive
206,206,206,204 dad just stop right now unless you want me to cry for the next 45 minutes,positive
207,207,207,that child is so adorable he looks just like felix ,positive
208,208,208,man when bjorn is old enough hes gonna slay every woman in this country,positive
209,209,209,feels so happy witnessing the different eras of the pewdiepie channel,positive
210,210,210,quite a night,neutral
211,211,211,this is great ,positive
212,212,212,thank you felix for sharing your life with us  you and marzia are great parents and i hope nothing but the best for you all5,positive
213,213,213,just wait til bjorn able to make tsunami with 2 little feetsies,positive
214,214,214,that last shot was 100 bjorn poopin,neutral
215,215,215,good,positive
216,216,216,ngl i just fast forwardded to alll the bjorn parts,positive
217,217,217,    ,neutral
218,218,218,pewds raising the prince of youtube,neutral
219,219,219,watching your vlogs feels as if im reading a really wholesome romantic sliceoflife manga wishing you and your family the best in the future pewds ,positive
220,220,220,im from indonesia,neutral
221,221,221,a blueeyed blonde baby born in japanthey gave birth to naruto,neutral
222,222,222,do not let him learn of the bridge incident,neutral
223,223,223,thanks for the crispbread shoutout ,positive
224,224,224,it is so wholesome to see you as a father looking back at where u started you honestly changed my mind to not wanna become a father and i thank you for that i whish good health to you marzia and ofcourse lil baby bjrn ,positive
225,225,225,nice to good ,positive
226,226,226,almost teared up,neutral
227,227,227,pure happiness were very lucky we get to watch this the editing is so chill too every second is just so soothing and happy and funny bjrn is so cute ,positive
228,228,228,love u guys nothing but blessings and love for all  been watching since fucking og fridays with piewdiepie and its crazy to see u grow and grow with u will definitely always be a fan and support ur journey in life ,negative
229,229,229,,neutral
230,230,230,i hope he stays in vids and vlogs hes adorable,positive
231,231,231,very interesting vlog this son is very cute and i am very enjoyed i like it,positive
232,232,232,you look like jeffrey dahmer,neutral
233,233,233,wow it feels surreal seing poods now happy for you three,positive
234,234,234,i cant believe the time has come that felix  marzia has a baby time flies so fast,positive
235,235,235,,neutral
236,236,236,what languages are you gonna teach bjorn obviously english and japanese but what about swedish and italian,neutral
237,237,237,i love following you life of you family heres a hug from sweden w,positive
238,238,238,what a beautiful and fun family so so happy to see you happy,positive
239,239,239,i just cant get over that marzia had a baby like she is a baby look at her face adorable,positive
240,240,240,wow bro congratulations grew up watching you since i was little and to see you become a dad is amazing,positive
241,241,241,i just got in my mind felix old vids demon blah blah videos phase and omg dude you grown up and honestly we all are at the meantime and that phase was awesome and exactly what we needed at that time,positive
242,242,242,is this child going to be quadrilingual,neutral
243,243,243,marzias vibe is so delicate and pretty love these videos felix,positive
244,244,244,ive been watching felix since i was 10 im now 20 i cannot fathom how warming it is seeing him with his family,neutral
245,245,245,damn i havent watch pewds in a couple years watching this is like sitting down and catching up with a friend after moving away or something,positive
246,246,246,the warmth and love felt through the screen is outstanding the most healthy love ive ever seen in my entire life,positive
247,247,247,when are you gonna tell him about what you said on that bridge,neutral
248,248,248,i love these vlogs reminds me of marzias back in the day,positive
249,249,249,i love marzia outfits i am so happy for you guys i love watching you guys while on the clock and thinking about the life i want to live,positive
250,250,250,brofist,neutral
251,251,251,i know that this type of comment is repetetive but i used to watch old pewds funny montages amnesia etc when i was 13 now im 22 years old and i somehow feel proud happy and old at the same time when i see that pewdiepie has a baby d love ya all,positive
252,252,252,it would be so nice to see in a couple of years pews and bjorn do vlogs in the style that mattdoesfitness used to do with his son luca,positive
253,253,253,this is actually so adorable,positive
254,254,254,wow i love pewdiepie ,positive
255,255,255,the growth of this man is amazing i miss when he used to play amnesia during my highschool years and sleeping on the tablet when he was just making them videos was one of the best times of my life thank you pewds for being an amazing person despite all the bs the media portray you as,positive
256,256,256,ib was such a throwback holy moly like 2011 or something like ao ini,neutral
257,257,257,i wonder if bjorn says  nigga,neutral
258,258,258,i had a very bad day but this video is a pure compilation of happiness thank you felix,positive
259,259,259,this is so cute my heart exploded i think,positive
260,260,260,the end part where hes talking about simulator is the most dad way to explain raising a baby ,positive
261,261,261,cute baby,positive
262,262,262,so happy to see marzia showing her face on youtube again its been too long since she quit youtube and all really missed her and cant stop smiling because of happiness for pewds seeing him become the great man that he is today a living legend this guy is this could actually be one of the luckiest family just because of all its composition a super cute child and two living legends of the youtube industry thats a wow right there,positive
263,263,263,what baby doing in japan ,neutral
264,264,264,this is so wholesome,neutral
265,265,265,im so happy for you broi hope you stay happy forever,positive
266,266,266,pewdiepie posting family content  and im gonna cry,neutral
267,267,267,my god you look like ur father with those glasses man,neutral
268,268,268,as someone who kinda really wants to stay childless but loves children im so happy i get to live vicariously through you two ,positive
269,269,269,italian swede raised in japan for his childhoodteenhood whose father is one of the biggest channels in the world,neutral
270,270,270,let do the biggest family youtube channel on the world felix,neutral
271,271,271,t seris is better,positive
272,272,272,damn bjorn really bout to be the most op mc irl being a viking raised amongst samurai able to speak 4 diff languages and possibly more and also being raised in a world we all dream of going to 1 day damn ,positive
273,273,273,swedish italian english and japanese this babys gonna be well clever,positive
274,274,274,we need new tsuki merch,positive
275,275,275,i really enjoy the vloggg love to pewds marzia and bjorn ,positive
276,276,276,i love the fact that once bjrn is old enough hes gonna look back on these videos and cringe inherently while were all here gushing about how prescious he is haha,positive
277,277,277,i think you pewds is from russia moved to england when was little and now came to japan,negative
278,278,278,bjorns emerald green eyes,negative
279,279,279,t searise,neutral
280,280,280,ill be back here 5 years later to see how much bjorn has grown first pewds raised me now im watching pewds raising his son wow ill never forget this family till i get old pewds and marzia became a special part of me since my childhood and now bjorn is in the family its the sweetest thing ever to see in youtube history for me,positive
281,281,281,            ,neutral
282,282,282,i will wait till his son found out the bridge accident,neutral
283,283,283,watched so many subscriber stuck forever,positive
284,284,284,this really is the best ,positive
285,285,285,i love having family helping in my vids and working with them ,positive
286,286,286,why dont you make more gameplay videos anymore pewdiepie,positive
287,287,287,honestly i like this new format of what felix is doing seeing people genuinely happy and content is so much better than manufacturing videos for views ,positive
288,288,288,dude is surrounded with so much cuteness,positive
289,289,289,little gamer,negative
290,290,290,omg he looks like marzia,neutral
291,291,291,felix doing baby review at the end,neutral
292,292,292,your life is beautiful,positive
293,293,293,im love pewdiepie video but funny,positive
294,294,294,bjorn is so cute you guys look so happy,positive
295,295,295,,neutral
296,296,296,thanks for sharing a piece of your life pewdiepie its refreshing to see this type of content feels like the youtube of old but its extra wholesome with us having seen you for a long time hopefully bjorn will also share in your ability to entertain,positive
297,297,297,pratar du svenska med ditt barn,neutral
298,298,298,so adorable that kid is going to grow up healthy and happy,positive
299,299,299,pewdiepie bridge incident,neutral
300,300,300,something doesnt set correctly you have over one hundred million subscribers and youre able to walk around and live normally,positive
301,301,301,pewdiepie after story,neutral
302,302,302,,neutral
303,303,303,you look younger than you did 6 years ago,neutral
304,304,304,i completely agree i had my baby around the same time as you and i wasnt loving the newborn stage my baby is 14 weeks now and this stage is so much better,positive
305,305,305,bjorn is so cute ,positive
306,306,306,luv from pakistan,neutral
307,307,307,pewds played ib around when i started watching time flies  still one of my favorite games to date and he brought it to life,positive
308,308,308,tseries 251 m you setback,neutral
309,309,309,congrats pewds,neutral
310,310,310,nice video,positive
311,311,311,more bjorn content hes too cute we need more ,positive
312,312,312,yayyyyyyyy yo hooo,neutral
313,313,313,thanks for letting me do some research on the,positive
314,314,314,how come bjorn have grey eyes so cutee,negative
315,315,315,tja jag r frn sverige ocks,neutral
316,316,316,just wait a couple weeks hell start hardy belly laughing if he isnt already,neutral
317,317,317,happy ,positive
318,318,318,pewds happy to see you happy,positive
319,319,319,im in tears of happiness this video is beautiful thanks ,positive
320,320,320,little pewds looks like you,negative
321,321,321,bjorn is going to be an anime protagonist,neutral
322,322,322,literally the cutest baby,neutral
323,323,323,i wish bjorn became a youtuber when he is big,neutral
324,324,324,i love that felix is having such a great life but knowing hes not gonna play video games anymore breaks my soul he was my favorite gamer,positive
325,325,325,proud of you man i cant put it into words but im glad you are enjoying your life,positive
326,326,326,203 bjrns face ,neutral
327,327,327,wtf bluds a whole ass dad now ,negative
328,328,328,dang i havent watched you in so longggggg the last time i watched you was about 4 ish years ago or something like that,neutral
329,329,329,literally tearing up i started watching felix in 2012 3,neutral
330,330,330,they have his and hers dogs lol,positive
331,331,331,how the baby workspress belly button for gigglespat back to burp,neutral
332,332,332,i wish you both the best fall felix and the lady,positive
333,333,333,this is the new best video on youtube all smiles dude,positive
334,334,334,pewdadpie living the life,neutral
335,335,335,that boy is going to be fourthlingual,neutral
336,336,336,papa pewds yow,neutral
337,337,337,pewdiepiei had your g fuel energy drink and i just want to tell you it sucksi never hated bg fuel until i had your energy drinki am bnever buyin g g fuel again because of youpewdiepie made me spit it out and flush it down the toilet i will never buy that shit again and i suggest everyon e else out there to stay the hell away from it,positive
338,338,338,best gila game flip table,positive
339,339,339,pewds why arent you gaining subscribes faster ,neutral
340,340,340,im so happy for you saluti dallitalia,positive
341,341,341,envys a sin but i cant help it when watching these videos ,neutral
342,342,342,,neutral
343,343,343,,neutral
344,344,344,well pewdiepie technically retired from seeing youtube as his job he has completed his dream life now with having a beautiful girl living in japan and also having a kid now however he does upload now and then cause he likes making videos as a hobby,positive
345,345,345,is this wholesome era best era fuck it,positive
346,346,346,mr pewds focusing on his family is good for all of our mental health,positive
347,347,347,the bridge incident,neutral
348,348,348,u look cool bro sick dada aesthethic,negative
349,349,349,pewdiepie said the n word once please dont like this guy,neutral
350,350,350,omaigadddd ib,neutral
351,351,351,you really should come to turkey youll love it here,positive
352,352,352,so bjrn will learn at least three languagesgreat start,negative
353,353,353,he looks exactly like marzia in the thumbnail aww so cute,positive
354,354,354,do pewdiepie read the comments,neutral
355,355,355,the child,neutral
356,356,356,                                                     where is the arab world where is the foreign world scenes of children in gaza  the children of gaza were exterminated at the hands of the zionistisraeli occupation with american assistance and the entire world is silent about the crimes of the occupation against the children of gaza  this is the bank of the occupations goals in gaza where is the whole world that cannot see hear or speak                                                    ,positive
357,357,357,pewdiepies sperm pet is so cute ,positive
358,358,358,i dont know if ill ever have a kid but if i do i think id be crying the whole time just constantly overwhelmed with joy theyd probably become the most spoiled brat ive ever known and itd be all my fault lolfor now im single and hope one day ill find my love if i dont ill at least have my friends and lots of books to read i really hope i find someone to share my books with anybody interested in fantasy books,positive
359,359,359,the audio that marzia edits for the vlogs is always so interesting and soothing the music complements the flow of the video clips in a way that really enhances the video as a whole its nice to see editing done with such care and consideration for each aspect of it,positive
360,360,360,it feels like such a privilege getting to see marzia and felix fall in love with bjorn and enjoying parenthood,positive
361,361,361,im 39 i can do dad jokes now,neutral
362,362,362,ugh so cute 3,positive
363,363,363,,neutral
364,364,364,pudidi ,neutral
365,365,365,these videos are very relaxing,positive
366,366,366,,neutral
367,367,367,i dont watch him for 2 years and he has a kid lives in japan holy shit a lot has changed but im happy he is very happy,positive
368,368,368,when he started speaking russian ,neutral
369,369,369,do you go to those prostitution bars in japan and cheat on your wife,neutral
370,370,370,brother why did bjorn have a dress on,neutral
371,371,371,so beautiful ima cry ,positive
372,372,372,dad time with felix is the most precious thing ever,positive
373,373,373,omgggggggggg hes aliveeeeeeeeeeeeeeeeeeeeeeeeeeeee,neutral
374,374,374,my boy is growing fast too im glad to share this experience with you both you deserve it the world needs more kind men,positive
375,375,375,can i remind you about the bridge incident,neutral
376,376,376,,neutral
377,377,377,thank you that you never really left yt  pewds ive been a bro for so many years now and despite all the changes in my life i always knew i could come back to your channel and enjoy your wonderful content and vibe youre amazing man all the best to you marzia bjrn and the pets take care,positive
378,378,378,bjorns eyes are so beautiful,positive
379,379,379,how did he gain japanese citizenship,neutral
380,380,380,ive been smiling for whole 13 mins ,positive
381,381,381,imagine how long he has to do this like for the rest of his life,negative
382,382,382,still love ur content felix,positive
383,383,383,i wonder what language hell speak first since yall expose him to both japanese and english and id like to think also swedish and italian i think baby boy is gonna be a polyglot who dunks in everyone like his dad,positive
384,384,384,pov the pewdiepie kid watch the bridge video ,neutral
385,385,385,the day you quit youtube is gonna be a sas day pls dont ever quit we need pewdiepie,neutral
386,386,386,taler i nogle gange svensk og italiensk til ham ,neutral
387,387,387,bjorn looks so happy and its so cute that marzia and felix get to spend so much time with him hes also gonna be leaning 4 languages  swedish italian english japanese hes going to be a powerful little bear,positive
388,388,388,bjorn wont last long,negative
389,389,389,you are an incredible father felix,positive
390,390,390,its not real you pewdiepie,negative
391,391,391,the last one he just popping,neutral
392,392,392,is it marzia editing i feel her presence in the edits because eventhough she is not on yt anymore she will always be the best editor i ever saw queen of edits,positive
393,393,393,pie die pie plisssss buat koten gaming seperti dulu dan buat lah seniat mungkin,neutral
394,394,394,bouzouki is the best,positive
395,395,395,i love having been with pewdiepie when i was young still in probably like 45th grade and he was around i think 5 million subs now i work a pipewelding job and i can watch pewdiepie as a dad with a child,positive
396,396,396,kunal bhardwaj 45,neutral
397,397,397,kunal bro 45,neutral
398,398,398,my channel name is,neutral
399,399,399,this guy is my childhood,neutral
400,400,400,im with you in the newborn stage for us personally that was the hardest with both of our kids year 12 is just amazing i think youll really love that stage x,positive
401,401,401,623    ,neutral
402,402,402,congratulations,neutral
403,403,403,this is beautiful happy for you from old time bros,positive
404,404,404, ,neutral
405,405,405,say the same thing that you said on the pewdiepie bridges incident,neutral
406,406,406,            ,neutral
407,407,407,stop exploiting your child,neutral
408,408,408,4 years from now youll hear bjorn yelling soy boy in the background of pewdiepies vlogs lol,positive
409,409,409,i dont think ive ever seen pewds smile the way he does at bjrn best thing ever,positive
410,410,410,my favorite type of video,positive
411,411,411,why are pewdiepie subscribers shaking ,neutral
412,412,412,,neutral
413,413,413,i completely forgot hes a dad to a human now,positive
414,414,414,life doesnt get better than this,positive
415,415,415,that kid shall be the next pewdiepie and also i might see you soon hehe,neutral
416,416,416,hooray for posting footage of your child on a public platform before theyve even learned to speak,neutral
417,417,417,bjorn ironside,neutral
418,418,418,whats up,neutral
419,419,419,hard work paid off phelix,negative
420,420,420,marzia 1010 mom,neutral
421,421,421,when bjorn reaches 1 year old will pewdiepie have 112m subs,positive
422,422,422,it feels like a luxury to watch every episodei appreciate kjelbergs efforts to bring joy,positive
423,423,423,from 11 million subs and slendermanamnesia videos to watching pewds hold a mini pewds life is crazy,negative
424,424,424,bruh ive never commented but ive been watching your videos since i was 14 and im 23 now,neutral
425,425,425,bjorn is an unreasonably cute kid damn,positive
426,426,426,so much has changed its crazy,negative
427,427,427,bro are you doesnt cross 111m subscriber,neutral
428,428,428,seeing the evolution of felixs life like this is astonishing the way a stranger can be such a huge part of my life to impact me the way he always has yet still be strangers is an insane concept not to mention how deeply i feel when seeing his love for marzia blossom over the years turn into the physical form of a mini human i cant get over him growing up so fast,positive
429,429,429,hard to believe finding you and watching you since grudge on wii lead to this,negative
430,430,430,this video cured my depression,neutral
431,431,431,this kid will grow up with 4 default languages englishswedishitalianjapanese,neutral
432,432,432,seeing pew live the life he wanted is so heart warming that sometime i forgot my life is a messed,positive
433,433,433,i love bjorns little fat rolls you could hide coins in them gah so freaking adorable ,positive
434,434,434,,neutral
435,435,435,you know hes a true gamer when he refers to his baby as interactive ,positive
436,436,436, the hardest part is past  welcome felix  perfect little human there,positive
