,Unnamed: 0,comment
105,105,Now I'm 25 and still fall in love with them since elementary school
106,106,Who here for this Master piece... In September 2023
107,107,west life never fades in my ears❤❤❤
108,108,It’s 2023 ❤still like this
109,109,hadirlah di tengah2 mrk secara luas dan merata sejauh pandangan mata memandang dan memperhatikan dengan baik dan bijak sana agar mrk tetap erasa nyaman TANPA HRS MERASA tertekaan dan merasa curiga atau dicurigai. agar mrk dpt merasakan cinta kasih YG BAIK TANPA PAKSAAN dan dpt merasakan dg baik.
110,110,The first song i heard back then from them and it was absolutely gooood ❤
111,111,"Yes,its a nice but you lacked that ""Soul you Left"" at previous Albums"
112,112,I love u Westlife  ❤❤❤
113,113,"2023 is almost over but we still here 
Westlife never gets old"
114,114,Shane and Mark's voices go so well together 😭😭 so is Nicky and Kian's
115,115,I am addicted to this song. Your songs never disappoint❤❤❤❤❤
116,116,2023
117,117,Who's is listening this song on 2023
118,118,Thanks Ed Sheeran for the lyrics 
119,119,legends
120,120,Listening to these guys in 2023 the same I did in the late 90s timeless ageless and still brilliant keep it up guys
121,121,2023💝💝still one of my favourites😍😍
122,122,Absolutely love this song. One of my faves off the Spectrum album. Westlife are the best band in the world
123,123,"Sept 1, 2023 ❤️"
124,124,I love this song very nice
125,125,Who else doesn't like Westlife? Everyone loves them!!!!!
126,126,West  life will never die
127,127,Best!!
128,128,Yes listening 2023!!
129,129,2023?
130,130,Ok 👌 🆗️ 🙆‍♂️ Colore TiStaBenissimo 😮😊😅😂🎉🎉❤❤❤❤❤❤❤
131,131,"I think Mark is the better of the two. ❤ Shane is also very good with his talent. Love 💕 them both. Can’t forget Kian & Nicky, they both hold their own, making for a awesome boy band. Love to all of them, & their families. ❤❤"
132,132,I love diz song
133,133,Who is listening to this song on 2023😢
134,134,An incredible song full of passion ❤️
135,135,Where is one of them?
136,136,Who is listening to this master in 2023...❤❤❤❤
137,137,Brings back so many memories
138,138,Love your voice Mark
139,139,Hasta que les dan un solo a los weros... 😅🎉
140,140,🔥🔥🔥🔥🔥🔥🔥The best 🤩 🤩 🤩 🤩 till more years to come
141,141,My idols❤❤❤
142,142,Who's listening now 2023❤❤❤
143,143,Whose listening to this song on 2023
144,144,"2023 still keeping listen this song❤❤❤
Much love from Zanzibar 🎉🎉🎉🎉"
145,145,"This is  a masterpiece, one doesn't get to hear music like this no more.❤❤❤"
146,146,❤😊
147,147,Still one of the best song in 2023 too❤
148,148,I love I love 2023
149,149,Quien en 2023 ? ❤
150,150,Who are here in 2023 August and on😢
151,151,"2023 august, still rocking"
152,152,I love you guys ❤
153,153,2023 august 🎧
154,154,Years could pass but I always return to listen to Westlife songs. I remembers me of my childhood and the love and emotions of those precious moments. Masterpiece! ♥
155,155,Leave a comment when we get to 2024 and beyond
156,156,dark skinned made the so cool
157,157,Such a chill song to listen to while driving
158,158,"Westlife is the real deal, best music, great lyrics!!"
159,159,2023❤
160,160,"Cant wait to watch yall perform in 
South Africa"
161,161,"I open YouTube and this song pops up just when I'm heartbroken. Take me back to where we met. I wish I knew what I was getting myself into,life must continue. I will come back strong,may God help me💔"
162,162,Always listening❤
163,163,I can't get of tired this guys for the rest of my life even I know and am sure I will use my last breath to say bye to Westlife cuz of this beautiful song of life
164,164,❤😢❤😢😢
165,165,2023?
166,166,Westlife is Gold🥰🥰 makes me fall harder again ❤️
167,167,"IM A BIGGEST FANS OF WESTLIFE FROM THE FIRST ALBUM ""DELUXE""UNTIL,ALBUM ""HELLO MY LOVE"",ALL MY ROOM FULL OF WESTLIFE POSTER,I REALLY LOVE U GUYS,U NEVER CANT END, EXPECIALLY ""SHANE FILAN""VOICE SO SOFT,AND HIM ALBUM ALSO GOOD
LOVE U GUYS SO MUCH 😘😘❤️"
168,168,wowwww😍
169,169,Linda canção!!
170,170,This song makes me cry
171,171,Wow
172,172,"Guys, I am a retiree abd will aleays be youf fan🥰🥰🥰Thank you for all those moments of  sheer pleasure!"
173,173,"i grew up listening to westlife ,now am a father of three kids, and these songs still define love and relationships even in this decade....when is westlife coming to Kenya"
174,174,These lads get better and better up the Irish
175,175,@2023 still rocking to Westlife music.
176,176,"2023 July...... I get high when I feel low 
And I know it's ain't the way to go"
177,177,In Rwanda we love you so much ❤
178,178,Who is here to listen this masterpiece ❤
179,179,2022 ❤
180,180,❤️❤️❤️
181,181,2023?
182,182,Beautiful song ❤2023❤
183,183,2023
184,184,I am
185,185,"You and I had something special, baby
Something that you only see on movie screens
I know lately, I've been missing you like crazy
Oh, why, why'd you let me in just to let me go?
Most guys will get high when feeling low
But I don't think that that's the way to go
Sometimes I'll be sitting on my own
Thinking 'bout life, thinking 'bout you and me
How do you lose the one you love?
After giving it all, you gave it up
Maybe my love wasn't enough
You think you know, but you never can
How do you lose your only plan?
Well darling, just give me one more chance
And I'll give you everything I have
I'll try to be a better man
I felt things when we were naked
I saw an angel but they've hidden their wings
I know, everyone's got that special baby
Oh, why, now I only see you in my dreams
Most guys will get high when feeling low
But I don't think that that's the way to go
Sometimes I'll be sitting on my own
Thinking 'bout life, thinking 'bout you and me
How do you lose the one you love?
After giving it all, you gave it up
Maybe my love wasn't enough
You think you know, but you never can
How do you lose your only plan?
Well darling, just give me one more chance
And I'll give you everything I have
I'll try to be a better man
I've been up and I've been down
Think that's just what love's about
You took the words right out my mouth
If you feel it, say it now
It's been a while but I've figured it out
But ain't that just what love's about?
You took the words right out my mouth
But if you feel it, say it now
How do you lose the one you love? (how do you lose?)
After giving it all, you gave it up
And maybe my love wasn't enough
You think you know, but you never can
And how do you lose your only plan?
Well darling, just give me one more chance
And I'll give you everything I have
I'll try to be a better man
Songwriters: Steve Mac, Ed Sheeran, Fred Gibson.
For non-commercial use only.
Data From: Musixmatch"
186,186,2023 and I miss them
187,187,✝️🙏🤍🤍
188,188,2023 raise your hands ❤
189,189,listening till yr 2023!
190,190,Kian and Nicky become better vocal..
191,191,"Future generation,plz don't let Westlife music die .💙💙🙏"
192,192,"Agradeceré siempre a mi padre por haberme inculcado sin querer éste género de música. Yo nací en 1999 y hasta después de el preescolar comencé a identificar la música; Westlife junto con los Backstreet Boys se convirtieron en mis más icónicas y bandas favoritas desde que los escuché.♥️
Espero poder hacerlo trascendental con mis hijos también:)♥️

Saludos desde México, amigos!"
193,193,2023
194,194,"Even they're getting old,they still have young voice.,I loved them ever💖"
195,195,Perfect song youre always the bests
196,196,"❤BABE-I SAID I LOVE YOU AND I MEANT IT. 
IF YOU LOVE ME-YOU WILL SHOW IT TOO."
197,197,"If they had this song when they started, you may not have felt as strong as you do now. After growing up with them, having hearts broken and so much memories to hold on to, this song hits pretty hard now. And its classic Westlife."
198,198,If you feel it ....say it now ..😊❤love this song
199,199,2023 whose here ❤
200,200,😢😢😢😢we all need a better man
201,201,"I'm back again now on July 05, 2023"
202,202,"You and I had something special, baby
Something that you only see on movie screens, I know
Lately, I've been missing you like crazy
Oh, why, why'd you let me in just to let me go?
Most guys will get high when feeling low
But I don't think that that's the way to go
Sometimes I'll be sitting on my own
Thinking 'bout life, thinking 'bout you and me
How do you lose the one you love?
After giving it all, you gave it up
Maybe my love wasn't enough
You think you know, but you never can
How do you lose your only plan?
Well darling, just give me one more chance
And I'll give you everything I have
I'll try to be a better man
I felt things when we were naked
I saw an angel, but they've hidden their wings, I know
Everyone's got that special baby
Oh, I, now I only see you in my dreams
Most guys will get high when feeling low
But I don't think that that's the way to go
Sometimes I'll be sitting on my own
Thinking 'bout life, thinking 'bout you and me
How do you lose the one you love?
After giving it all, you gave it up
Maybe my love wasn't enough
You think you know, but you never can
How do you lose your only plan?
Well darling, just give me one more chance
And I'll give you everything I have
I'll try to be a better man
I've been up and I've been down
Think that's just what love's about
You took the words right out my mouth
If you feel it, say it now
It's been a while but I've figured it out
But it ain't just what love's about?
You took the words right out my mouth
But if you feel it, say it now
How do you lose the one you love? (how do you lose?)
After giving it all, you gave it up
And maybe my love wasn't enough
You think you know, but you never can
And how do you lose your only plan?
Well darling, just give me one more chance
And I'll give you everything I have
I'll try to be a better man"
203,203,Who is listening this song on 2023 🎉❤
204,204,Lagu2 WESTLIFE❤️❤️emang the Best👍❤️❤️
205,205,Selamat Ulang tahun buat seseorang yang hari ini ulang tahun di tgl 29 Juni. Smoga dngr lagu ini juga. #MNS
206,206,The MV seems to mirror Nicky and Shane's love story. Both of them first met their future wives in secondary school.
207,207,I Want More Westlife
208,208,like this song
209,209,Westlife never gets old
210,210,Really love WESTLIFE soooo much ❤
211,211,🎧 2023
212,212,My father's favorite band and tha song they sing... especially this kind of MTV...🤍💖
213,213,Am listening 🎧
214,214,Awesome 🥰
215,215,16-06-2023❤
216,216,"Mark's face has changed a lot, it's unrecognizable, whereas the others have the same face but more adult. Shane is more handsome now older."
217,217,I love that song because that makes me much better now because I like your album  perfect boy band ❣️
218,218,❤❤❤❤❤ Westlife Never Disappoint Never Goes Out of Style. History Proven.. Shane Kian Mark Nicky Bryan Respect.
219,219,"I'm not sure so don't ""me on this but my system lies with Darren business degree but please don't don't call me today because I'm not sure it would be good if if she has done the business the business certificate but I consider I'm not sure"
220,220,nice song
221,221,Darling give me one more chance i'll try to be a better man❤❤❤
222,222,2023.
223,223,Am here all in 2023
224,224,Alws remain my best music
225,225,Westlife the best
226,226,"June 2, 2023 ❤️❤️❤️❤️
Whose here missing a Better Man"
227,227,2023 ❤❤❤
228,228,Pure gold music❤️❤️
229,229,Listening on 2023❤
230,230,These guys can sing. Grew up on their music.
231,231,2023❤❤❤
232,232,Westlife uptown girl best song ever
233,233,What a song
234,234,2023 again and again
235,235,I will never get tied to listen westlife❤
236,236,I will never get tied to listen westlife❤
237,237,I will never get tied to listen westlife❤
238,238,The best song ever ❤❤❤
239,239,That's such a beautiful video and how they got Shane was perfect..  😹
240,240,Beautiful não canso de ouvir!!! Lindossssss
241,241,Still listing and it's 2023
242,242,Wow it's 2030 and this song still is a vibe ❤❤❤
243,243,2023❤️
244,244,"I am still thinking this is a dream
Nevertheless, the time pass every day  and it is telling me that this for real
I am interchanging views with you almost once a week
You are giving the encourage to continue walking my lovely friend
I love you with my heart and soul
The life is beauty with your presence in my life"
245,245,2023 raise 🙋‍♂️
246,246,Great song.
247,247,Still in love 2023
248,248,where is brian..???????????
249,249,My childhood love
250,250,nice song
251,251,West life never gets old
252,252,I miss someone
253,253,Wow! Still here in 2023
254,254,Still got amazing vocals
255,255,"You and I had something special, baby
Something that you only see on movie screens, I know
Lately, I've been missing you like crazy
Oh, why, why'd you let me in just to let me go?
Most guys will get high when feeling low
But I don't think that that's the way to go
Sometimes I'll be sitting on my own
Thinking 'bout life, thinking 'bout you and me
How do you lose the one you love?
After giving it all, you gave it up
Maybe my love wasn't enough
You think you know, but you never can
How do you lose your only plan?
Well darling, just give me one more chance
And I'll give you everything I have
I'll try to be a better man
I felt things when we were naked
I saw an angel, but they've hidden their wings, I know
Everyone's got that special baby
Oh, I, now I only see you in my dreams
Most guys will get high when feeling low
But I don't think that that's the way to go
Sometimes I'll be sitting on my own
Thinking 'bout life, thinking 'bout you and me
How do you lose the one you love?
After giving it all, you gave it up
Maybe my love wasn't enough
You think you know, but you never can
How do you lose your only plan?
Well darling, just give me one more chance
And I'll give you everything I have
I'll try to be a better man
I've been up and I've been down
Think that's just what love's about
You took the words right out my mouth
If you feel it, say it now
It's been a while but I've figured it out
But it ain't just what love's about?
You took the words right out my mouth
But if you feel it, say it now
How do you lose the one you love? (how do you lose?)
After giving it all, you gave it up
And maybe my love wasn't enough
You think you know, but you never can
And how do you lose your only plan?
Well darling, just give me one more chance
And I'll give you everything I have
I'll try to be a better man You and I had something special, baby
Something that you only see on movie screens, I know
Lately, I've been missing you like crazy
Oh, why, why'd you let me in just to let me go?
Most guys will get high when feeling low
But I don't think that that's the way to go
Sometimes I'll be sitting on my own
Thinking 'bout life, thinking 'bout you and me
How do you lose the one you love?
After giving it all, you gave it up
Maybe my love wasn't enough
You think you know, but you never can
How do you lose your only plan?
Well darling, just give me one more chance
And I'll give you everything I have
I'll try to be a better man
I felt things when we were naked
I saw an angel, but they've hidden their wings, I know
Everyone's got that special baby
Oh, I, now I only see you in my dreams
Most guys will get high when feeling low
But I don't think that that's the way to go
Sometimes I'll be sitting on my own
Thinking 'bout life, thinking 'bout you and me
How do you lose the one you love?
After giving it all, you gave it up
Maybe my love wasn't enough
You think you know, but you never can
How do you lose your only plan?
Well darling, just give me one more chance
And I'll give you everything I have
I'll try to be a better man
I've been up and I've been down
Think that's just what love's about
You took the words right out my mouth
If you feel it, say it now
It's been a while but I've figured it out
But it ain't just what love's about?
You took the words right out my mouth
But if you feel it, say it now
How do you lose the one you love? (how do you lose?)
After giving it all, you gave it up
And maybe my love wasn't enough
You think you know, but you never can
And how do you lose your only plan?
Well darling, just give me one more chance
And I'll give you everything I have
I'll try to be a better man"
256,256,This song 😭
257,257,2023❤
258,258,Amo demais 🥰❤
259,259,Wte sempre 😘😘😘😘😘😘😘😘👍🇧🇷👏❣️❣️❣️❣️❣️❣️❣️
260,260,Maravilhosos 👏👏👏👏👏👏👏👏😘👍🇧🇷
261,261,Lovely song sung beautifuly ❤❤
262,262,Amadureceram e ficaram mais lindos ainda e a vozes um arrassooooooo...uauuuu parabens!!!
263,263,2023
264,264,How do you lose the one you love.Your only friend....just how
265,265,"You and I had something special, baby
Something that you only see on movie screens, I know
Lately, I've been missing you like crazy
Oh, why, why'd you let me in just to let me go?

Most guys will get high when feeling low
But I don't think that that's the way to go
Sometimes I'll be sitting on my own
Thinking 'bout life, thinking 'bout you and me

How do you lose the one you love?
After giving it all, you gave it up
Maybe my love wasn't enough
You think you know, but you never can
How do you lose your only plan?
Well darling, just give me one more chance
And I'll give you everything I have
I'll try to be a better man

I felt things when we were naked
I saw an angel, but they've hidden their wings, I know
Everyone's got that special baby
Oh, I, now I only see you in my dreams

Most guys will get high when feeling low
But I don't think that that's the way to go
Sometimes I'll be sitting on my own
Thinking 'bout life, thinking 'bout you and me

How do you lose the one you love?
After giving it all, you gave it up
Maybe my love wasn't enough
You think you know, but you never can
How do you lose your only plan?
Well darling, just give me one more chance
And I'll give you everything I have
I'll try to be a better man

I've been up and I've been down
Think that's just what love's about
You took the words right out my mouth
If you feel it, say it now
It's been a while but I've figured it out
But it ain't just what love's about?
You took the words right out my mouth
But if you feel it, say it now

How do you lose the one you love? (how do you lose?)
After giving it all, you gave it up
And maybe my love wasn't enough
You think you know, but you never can
And how do you lose your only plan?
Well darling, just give me one more chance
And I'll give you everything I have
I'll try to be a better man"
266,266,2023❤❤
267,267,I love you ❤
268,268,Westlife has been my favorite band since I was a kid and now am turning 19 and still listening to the songs until now and they will forever be my number one band 💓💓💓💓
269,269,Growing up listening to Westlife is a blessing.
270,270,Westlife is blessed ❤❤❤❤❤❤❤❤❤❤
271,271,Even though the singer get old their song never get old their song will live forever even after the human extinction 💓
272,272,MY FAVOURITE BOYBAND
273,273,I didn't like to lose anybody
274,274,Westlife member is look like young
275,275,Westlifes music is still even in 2023 have loved their songs since I was a kid and do still love them
276,276,"Masterpiece written by Ed Sheeran
Marvelous voice sung by Westlife"
277,277,April 2023 still listening to this song❤
278,278,Its 2023 😢i love it ❤
279,279,Replaying for the nth time
280,280,2023🙌
281,281,21 April 2023
282,282,Pop
283,283,This song touches my soul. I'm so in love with it and Westlife too
284,284,"i think this guys must be the most romantic and loving souls , their partners are forever lucky, they are indeed the greatest,"
285,285,2023!
286,286,Now 2023 who still listening this song
287,287,Still listening in 2023❤
288,288,Who's listening this song in 2023 SHOW YOUR PRESENCE
289,289,"I feel no see you never watch concert you in indonesia .
Ned Process and Im lucky if would speak direct with westlife"
290,290,WESTLIFE FOREVER✨
291,291,It's 2023 and who is listening to this song  show ur presence
292,292,💑
293,293,Lindo clip amei ❤❤❤❤
294,294,Who still listening this song in 2023
295,295,2023<3
296,296,🌍🎊
297,297,⭐⭐⭐⭐⭐
298,298,This is the most underrated song of Westlife. It's just beautiful. The younger generation doesn't know what they're missing out on.
299,299,"since 1999, until now 2023 i am still in love with westlife and i am still a big fan. ❤ I will never get tired of listening to their song. ❤"
300,300,"Love you forever ❤️, their sounds and face is never old, always be my favorite team ❤️"
301,301,2023peeps🎉
302,302,"❤
My all time favourites"
303,303,2023! Who’s here ?
304,304,Westlife is a big inspirational impact in my childhood until now..
305,305,Everyone asks me why iam so deeply in love with this song
306,306,We all grew up listening to them ❤️ westlife evergreen
307,307,Cinta sulit di ungkapkan tapi hati tidak bisa di bohongi terimakasih untuk menata hati semoga menebarkan cinta tuk semua happy selalu tuk  WETLEF..
308,308,If you're listening in 2023 .. you're legend
309,309,Sempre arrassandoooo são lindosssss!!
310,310,2023 I m listening 🎧 this song. May be it Will be my favorite song to my whole life
311,311,How do you lose the one you love😢😢after giving it all💔💔
312,312,I am still in love with Westlife❤️. I am 43 and I am from Kazakhstan.❤️
313,313,Listening to this song in 2023😍🔥
314,314,😍😍
315,315,Nadia ❤ 2023
316,316,Omg Beauty
317,317,March 2023
318,318,In 2023 and I'm here......
319,319,It's 2023 and still loving these guys!
320,320,Thebettermansayasukalagunyawestlife😃🙂😘😜🤪jugaprubadiyglebihbaiklagu😀🙂🙂😘😜🤪sahabatkusemua🙃🙃😗☺☺timanarangannatomakkapasannaseeyouleather😁😉😗🤪😝
321,321,My goodness! Powerful words
322,322,Loving this xxoxx
323,323,This never gets old. ✨
324,324,太好聽了吧！
325,325,Hermosa canción e interpretación. Westlife está en su mejor momento para mí.
326,326,Been listening to Westlife since 2001 and their music is still the best and my most favorite ❤🇳🇦
327,327,"Thank You So Much WESTLIFE 🙏❤️ We ❤ You Shane Filan, Nicky Byrne, Mark Feehily & Kian Egan ❤ #SolidWestlife 💕# WestlifeForever ❤"
328,328,Wow
329,329,Who’s listening to this in 2023! ❤ 0:24
330,330,this song should be from the deepest heart..
331,331,"In 2023, I lost the love of my life due to my stupidity, I hope listens to this song and forgives me😢, it explains how I feel now."
332,332,Who's listening now
333,333,Westlife is peak bruh
334,334,👍👍👍👍👍👍👍❤️❤️👍
335,335,Westlife is the Backstreet Boys of Europe
336,336,It's 2023! I still love Westlife ❤️🤗
337,337,My door is open for you R.S.
338,338,2023 still listening
339,339,Losing counts of how many times I watch this video. All for that genuine laugh in the end 💕 loving these lads always ❤
340,340,2023
341,341,2022 checking in
342,342,🥰🥰 Beautiful song
343,343,Who’s been here more than 10x
344,344,❤️❤️❤️
345,345,Watching that video just love my boy Shane your so funny
346,346,music to my ears
347,347,That girl is so beautiful
348,348,7th March 2023
349,349,"Still listening march 6, 2023 💜"
350,350,"You and I had something special, baby
Something that you only see on movie screens, I know
Lately, I've been missing you like crazy
Oh, why, why'd you let me in just to let me go?
Most guys will get high when feeling low
But I don't think that that's the way to go
Sometimes I'll be sitting on my own
Thinking 'bout life, thinking 'bout you and me
How do you lose the one you love?
After giving it all, you gave it up
Maybe my love wasn't enough
You think you know, but you never can
How do you lose your only plan?
Well darling, just give me one more chance
And I'll give you everything I have
I'll try to be a better man
I felt things when we were naked
I saw an angel, but they've hidden their wings, I know
Everyone's got that special baby
Oh, I, now I only see you in my dreams
Most guys will get high when feeling low
But I don't think that that's the way to go
Sometimes I'll be sitting on my own
Thinking 'bout life, thinking 'bout you and me
How do you lose the one you love?
After giving it all, you gave it up
Maybe my love wasn't enough
You think you know, but you never can
How do you lose your only plan?
Well darling, just give me one more chance
And I'll give you everything I have
I'll try to be a better man
I've been up and I've been down
Think that's just what love's about
You took the words right out my mouth
If you feel it, say it now
It's been a while but I've figured it out
But it ain't just what love's about?
You took the words right out my mouth
But if you feel it, say it now
How do you lose the one you love? (how do you lose?)
After giving it all, you gave it up
And maybe my love wasn't enough
You think you know, but you never can
And how do you lose your only plan?
Well darling, just give me one more chance
And I'll give you everything I have
I'll try to be a better man"
351,351,This song deserves more views ❤️❤️❤️
352,352,Only men understand
353,353,Girls don't know who better man is
354,354,2023 and still jaming to the best boy band of time. the real GOATS
355,355,this should be in the setlist Wild Dreams Tour. quite sad they didn't sing it. but it's okey.
356,356,Wow marvellous song!!bravooo!!😍😍😍🥰👏👏🙌👍😊🇦🇷🇦🇷🇦🇷🇦🇷
357,357,THE BEST AS ALWAYS #WESTLIFEFORLIFE
358,358,2023 still in love with westlife
359,359,This was shot at Windmill Lane Recording Studios. I was there in December 2022. So awesome to see this! Love Westlife ❤️!
360,360,"2023! Wow, just found them. I love the wedding song one of them sings."
361,361,Dylan i remember dylan
362,362,Since 1998 up to 2023 Westlife captured my heart🥰😍
363,363,"You haven't lost me ,I still love you forever ❤️❤️❤️"
