,Unnamed: 0.1,Unnamed: 0,comment,sentimen
52,52,52,jaassssiiiix rek pole eleng masa lalu bravo masih bisa pelaku sejarah film indonesia jaya salut,neutral
53,53,53,udah lah komedi indonesia tanpa warkop gak akan jadi apa apa,neutral
54,54,54,om boneng dan om indro sehat selalu,neutral
55,55,55,gantian ngmng dong om indro,neutral
56,56,56,om boneng pjg umur ttp sehat,neutral
57,57,57,sehat selalu,neutral
58,58,58,adu argumen seniman jaman dulu sama era sekarang seru ni pola pikir era dulu sma era skrang,neutral
59,59,59,semoga sehat selalu semuanya ,neutral
60,60,60,bener bener tawadu dan tawaqal sifat seniman indro,neutral
61,61,61,masih banyak yang minteriiiimasih banyak yang bisa di bodohiiiii,neutral
62,62,62,aku gak bisa lupa adegan onde2 nancep di gigi om boneng ,neutral
63,63,63,duo legenda hidup makasih dah mewarnai hidup kita yg kelahiran 70 an,neutral
64,64,64,seniman proyek berkarya karena ada hargaseniman sejati berharga karena ada karya,neutral
65,65,65,ah saya kecewa dengan om didinsaya tegur tapi responnya jelek seakan ke arah sombong saya tanya ini om diding bonengeh respon kurang baik jawab iya dan terus bilang kenapa dengan raut wajah jutek,neutral
66,66,66,alhamdulillah pada sehat semua terimakasih om boneng ma om indro yg sudah menghiasi masa kecilku lewat filmnya,neutral
67,67,67,om indro  om boneng sang legenda komeditakan tergantikan sehat selalu buat merekaom dedi salam buat om indro dari anak purbalingga khususnya kemangkon,neutral
68,68,68,masyaallah terima kasih nasihatnya om indro om boneng dan om deddy  semoga berkah dan padahal klo d bahas ke agama akan menjelaskan pahala tabungan di dunia selanjutnya,neutral
69,69,69,indro ngmong mulu dah sampe boneng mau ngmong sllu dipotong gw tau indro legend jg tp dia udh sering dan masih sering nongol di layar kaca sedangkan kita udh jarang liat boneng di layar kacaeh sekalinya liat mau bicara dipotong trs,neutral
70,70,70,definisi seniman sesungguhnya  tp ada beberapa yg gak sepakat mengingat kita hidup gak sendiri ada orangtua istri anak saudara yang yg harus memiliki nominal,neutral
71,71,71,kasian banget bang boneng mau ngomong aja di putus indro trus udah sok legend,neutral
72,72,72,gila gak cuma om indro yang kangen,neutral
73,73,73,om deddy corbuzier para seniman bantuin karyanya dengan caramu berkarya saya yakin kamu bisa,neutral
74,74,74,seniman is an artist mereka menghasilkan karyadi indo makna artis saat ini adalah yg viral di medsos dgn segala kontoversi nya jgn tanya karya nya apa,neutral
75,75,75,subhanallahternyata om boneng masih sehat,neutral
76,76,76,idealisme seniman itu adalah jantung sebuah karya,neutral
77,77,77,gilaaa om boneng mindset tauhidnya ,neutral
78,78,78,sempet ketemu mbah di di dalem krl stasiun bekasi salaman jg sehat selalu mbah,neutral
79,79,79,kalau gak salah tinggal di tangerang mbah boningpernah beli ke warung saya pake motor honda repsolapa kembaranya kali ya,neutral
80,80,80,,neutral
81,81,81,undang alwi assegaf doong,neutral
82,82,82,tvri beli tanah di depok yg skrg bernama studio alam tvri,neutral
83,83,83,pasir berbisikdian sastro sama christin hakim ya,neutral
84,84,84,pak arswendo atwowiloto,neutral
85,85,85,om indro itu lebih memotivasi  om boneng supaya tdk sedih tapi sebetulnya itu bukan solusi utk membantunya bangkit dari keterpurukan ekonomi,neutral
86,86,86,inget kata2 mbah boneng saat jd perampok makan klepononde2ini dia makanan kesukaankuondeonde,neutral
87,87,87,disini om indro kliatan lebih menonjol daripada om boneng wkwk,neutral
88,88,88,makasie om boneng sdh bs saya ngakak2 d saat remaja dl liat film2 nya sehat sllu om boneng n om indro,neutral
89,89,89,dari sini mulai merasakan sesulit sulitnya berseni semua bisa di bungkam sama petinggi berkebutuhan monopolysehat selalu seniman indonesia yang pernah terhalang karena bangsanya sendiri,neutral
90,90,90,kali aja om indro mau latihan jadi satpam lagi yang ngajar om boneng ,neutral
91,91,91,mas ded kok ga nanya mengapa kang diding selalu jadi pemeran antagonis di warkop,neutral
92,92,92,undang juga seniman ludruk kadir dan tarzan om,neutral
93,93,93,bangga bgt gue liat om indro dan om boneng  ,neutral
94,94,94,om dedi mohon maaf sebelumnya tolong sampaikan saya punya usul bisakah warkop dki di ganti pemainya sama yang masih ada doyok kadir indro dki semoga usul saya diterima ,neutral
95,95,95,suka dengan pembicaraan ini,neutral
96,96,96,om boneng saat diceritain punya saudara kembar lucu  bgt yg satu giginya kinclong merah kembarannya kinclong biru,neutral
97,97,97,celana nya ada ikan,neutral
98,98,98,mau gimana pun tetep yaa kalo punya asuransi lebih tenang berkarya,neutral
99,99,99,sedih  ,neutral
100,100,100,liat wajah om indro bersinar sahabat di warkop masih ada om boneng ,neutral
101,101,101,,neutral
102,102,102,pantesan sinetron sekarang pasang infus ditangan pasien aja salah ,neutral
103,103,103,duo legend,neutral
104,104,104,makasih om ded undang sang legend beliau menghinur kami semasa kecil sehat selalu semua min,neutral
105,105,105,om indro merasa muda kembali ketika rekan seperjuangan nya nongol di depan nya ,neutral
106,106,106,kangen warkopppp,neutral
107,107,107,kehancuran gara2 pada munafik bikin film di baperin dianggep asli tersinggung ini itu gara2 film padahal kan ud tau film itu cuma cerita rekayasa,neutral
108,108,108,masyallahsedikit uang yang dipunya jika bersyukurakan cukup untuk memenuhi kebutuhanbanyak harta yang dimiliki tak pernah cukup jika untuk memenuhi gengsi dan gaya hidupsehat selalu om indroom bonengdan om deddy,neutral
109,109,109,sehat slu para bintang senior amiin,neutral
110,110,110,the best warkop,positive
111,111,111,om ded undang pa tessy ceritain soal kko angkatan laut,neutral
112,112,112,ada tuh scene nya om indro wktu om kasino jualan koran di lampu merah ada tentara kena tipu pas yg beli korannya juga tentara lalu om kasino jualan lagi bilang satu tentara kena tipu kalo gak salah itu film six million dolar dono,neutral
113,113,113,jd inget wktu kcil nonton layar tancep psti yg ditunggu film warkop,neutral
114,114,114,alhamdulillah sehat terus ya om indro om boneng dn terimah kasih buat om dedy sdh undng lagi mereka ,neutral
115,115,115,sungguh luar biasa semoga om dedy om indro dan om boneng selalu di berikan kesehatan dan semakin sukses ,neutral
116,116,116,waktu nonton warkop kadang suka ketuker mana om boneng sm om bokir karya seniman pelawak paling legendaris selain pak haji bolot  hj malih om indro selalu menghibur tiap hari  era warkop takkan prnh terlupakan semoga panjang umur sehat2 selalu apresiasi wt om ded ,neutral
117,117,117,masa kecil ku dulu juga prnh terhbur ama om bonng om indroo,neutral
118,118,118,tim memang asik tempat nokrong,neutral
119,119,119,legenda seniman indonesia,neutral
120,120,120,aki boneng pemikirannya masih bagus seperti masih umur 40han,neutral
121,121,121,om boneng yng susah dilupakan buricak burinong giginya sehat selalu amiin,neutral
122,122,122,4755om indro ngasih kode ga sih maksudnya,neutral
123,123,123,indro  lu ngeluh gakpesan moralnya om boneng aja ngajar gak digaji gak ngeluh knp qt semua yg kerja masih aja ngeluh,neutral
124,124,124,warkop dki the legend of comedy,neutral
125,125,125,tks warkop dki dan om diding bonengkarena karyamu masa kecil berarti,neutral
126,126,126,terima kasih om indro dan om boneng sudah membuat saya bahagia dan tertawa lebar di masa kecil saya   sehat selalu kalian om dan terus bisa berkarya ,neutral
127,127,127,om boneng om indro memang trimakasih telah menghibur kami dulu,neutral
128,128,128,ya allah pak bonengdah lama gk keliatalhamdulilah msh shtsmoga panjang umur sht sllu maksh mas det sdh nampilin pak bonengsuka banget dulu main flm di warkop,positive
129,129,129,ayo om indro om boneng diajak lagi maen filmkalian berdua pasti sdh saling kenal karakter kan sdh lama main bareng dlm berapa episode,positive
130,130,130,di kasih onde onde harusnya tuh biar lebih nostalgia lagi ,neutral
131,131,131,ga pernah ngeluh dan selalu happy panjang umur,positive
132,132,132,onde onde ,neutral
133,133,133,seniman itu ijalan hidup  semoga para seniman indonesia terus ikhlas dalam berkarya,neutral
134,134,134,kereeen bangettttt om indro dan om boneng selalu jadi panutan dimanapun dan kemanapun,neutral
135,135,135,komandan satpam laker,neutral
136,136,136,terima kasih om boneng dan om indro banyak sekali ilmu yg saya dapat dari anda berdua  thanks bngt om deddy telah menghadirkan dua legend ini ,positive
137,137,137,didin boneng pelawak paling senior dan mudah di ingat mukanya,neutral
138,138,138,om boneng jadi satpam lagi donk ,neutral
139,139,139,kenapa di film warkop reborn bonenk gk di ajak mas indro,neutral
140,140,140,next om bonengtransformasi h indro warkop dari 1979 hingga 2023  warkop dkihttpswwwyoutubecomwatchv7ttniijlkomt70s,neutral
141,141,141,podcast ini selalu daging semua isinya semoga semua panjang umur dan semoga pakde boneng banyak yang menghargai keilmuan dan kemampuannya dan dapat hidup dari ilmunya,neutral
142,142,142,3103 ,neutral
143,143,143,episode ini mebahas mengenai kata seniman sejati,neutral
144,144,144,jimi malau dong diundang juga,neutral
145,145,145,tolong undang kurnia mega kiper  terbaik indonesia,neutral
146,146,146,bang onde2 ku ilang,neutral
147,147,147,aku kelahiran 1996 dlu kalau pulang sekolah atau gak hari minggu senang banget nonton di tv sampe bapak beli kaset nya pasti 2 beli nya warkop dki  nike ardilajadi kalau gk ikut ke kebun sama ortua hari minggu pasti nonton tv walau pake antena cuma bisa dpt 2 chanel rcti  sctv tapi serunya banget jadi kangen suasana tahun 2000an sampe 2003 masa tv itu hiburan paling berharga di rumah tapi setelah 2013 ke atas tv kek gak guna skrng mah mau tv segede papan tulis di rumah juga gak pernah ada yg tonton paling nonton netflix lewat ipad hp semua makasih banyak warkop dki nike ardila sinetron sctv rcti  dlu sudah menghibur masa kecilku,neutral
148,148,148,kangen dengerin lagu obrolan warkop  bisa ga ya request sama om indro buat nyanyiin lagu itu lagi secara live ,positive
149,149,149,wah iye bener lg kata om indro masalah seniman masuk politik hanya karena mentingin dirinya sendiri di politik  dn utk menarik suara utk kepentingan partai dn juga individu nya tp tdk memikirkan sesama seniman lainpedih bgt njiir,neutral
150,150,150,ke inget om boneng waktu jadi peran polisi terus makan kue kelepon,neutral
151,151,151,koq jadi netes air mataku dgr 2 legend ini ktemu seandainya kasino sma dono msih hidup bkal seru lgi mreka kumpul trus cerita jaman mereka dlu,neutral
152,152,152,puh sepuh ampun sepuhh,neutral
153,153,153,mewek karena bangga  salah satu lagend indonesia punya ,neutral
154,154,154,p,neutral
155,155,155,perbedaan seniman sejati vs pekerja seni,neutral
156,156,156,keren ga taun seneng aja liat 2 legend warkop ini bawaanya pengen ketawa,neutral
157,157,157,tengkyu om ded dan juga crew om dedudah ngundang duo legend yg menghibur tv hitam putih gue di jaman 90antengkyu semuaaaaaa,neutral
158,158,158,warkop pak boneng ondeonde ini yg memorable filmnya,positive
159,159,159,bersyukur dan slow living adalah kunci sukses hidup bahagia dunia akhirat,negative
160,160,160,anak 80an 90an pasti inget kalau nonton dirumah tetangga belum mandi disuruh pulang ga boleh nonton ,neutral
161,161,161,bajingan ini episode favorit saya i think om ded bisa relate banget dengan ini dia berbicara dengan para senior yang satu atmosfer pembicaraan yang sangat berbobot dan menyentuh thanks for the podcast i enjoy and learn a lot from these legends,positive
162,162,162,om boneng dan om indro seniman sejati mengingatkan waktu aku kecil sangat menghibur krna homurisnya semoga sehat selalu panjang umur bnyak rezeki dan makin sukses amin ya rabbal alamin,neutral
163,163,163,bang indro sering motong pembicaraan,neutral
164,164,164,nonton filmnya warkop yg pak boneng yg lg ngelatih jadi sapam almarhum donokasinodan pak indro itu lucu bgt kelepak kelopok,neutral
165,165,165,kontenku sepi  tapi gapapa demi org tua q akan bertahan,neutral
166,166,166,seandainya om dono sm kasino masih ada pasti film komedi indonesia lebih jaya lagi,neutral
167,167,167,eeeh keteeemu lagikata2 om diding jadi pelatih satpam lakerwaktu ngejar2 om indro diserse dari latihan jadi satpam,neutral
168,168,168,semoga sehat selalu om boneng dan om indro,neutral
169,169,169,kakek saya adenya kake mnuh  yang tinggal di pekayon pasar rebo rt 10 rw10 beliau sering dateng ke rumah kakaknya kake m nuh  sampe istrinya kake mnuh atau nene saya nene naning meninggal beliau dateng sama keluarga besarnya om boneng  baik dan tidak sombong dan suka melicu ,neutral
170,170,170,jadi keinget dg ciri khas ketawa om boneng dlu wkt maen film bareng sama almdonoalmkasino sama om indro dlu masih terngiang jelas omdan paling best emang film comedy jman dlu masuk disemua kalangan dr yg muda sampe yang tua  sehat terus om indro dan om boneng ,positive
171,171,171,kalau nggak salah istilah sinetron ditemukan oleh arswendo atmowiloto singkatan dari sinema elektronik,neutral
172,172,172,inilah artis yg tak pernah sy lupakan sampai saat ini terimakasih atas karyanya yg sudah menghibur mas indro dan mas diding alias boneng ,neutral
173,173,173,om boneng satpam ,neutral
174,174,174,jen tek yong erik yudistira 2,neutral
175,175,175,panjang umur dan sehat selalu untuk kalian ber2 om ,neutral
176,176,176,4613 saya paham arah om deddy tanya om indro sehat om boneng ,neutral
177,177,177,masa kecilku sungguh penuh kenangan lihat om boneng  nonton tv di rmh tetangga,neutral
178,178,178,nah ini nih tidak semua orang punya gajitp semua orang punya rejekisehat2 legend,neutral
179,179,179,,neutral
180,180,180,om boneng dan om indro alhamdulillah senantiasa sehat wal afiat makasih telah menghibur saya dan tementemen saya di kampung kelahiran tahun 70an paling ingat giginya om boneng,neutral
181,181,181,omongan ini seperti ilmu marifat,neutral
182,182,182,next fortunela yg punya bulu ketek dong om,neutral
183,183,183,terimakasih sudah membuat masa2 kecil kami tersenyum,neutral
184,184,184,kapan undang barry prima sama george rudy mas dedy om endro om boneng sehat selalu nggeh,neutral
185,185,185,httpsyoutubexvlqkw5i6s0six3md23lyqekum64b,neutral
186,186,186,mantab bang,neutral
187,187,187,itulh org yg brsyukur,neutral
188,188,188,dulu nonton mereka saya selalu tertawa sekarang setalah tau perjuangan dan ke solidan mereka dalam bersahabat saya menangia haru,neutral
189,189,189,orangorang yang luar biasa thank deddy corbuzier telah menghadirkan mereka semoga semuanya sehat dan hidupnya diliputi dengan berkah,neutral
190,190,190,good joob bang dedi trus berkarya,positive
191,191,191,makasih sdh menghibur masa kacil kami,neutral
192,192,192,seniman jaman dulu berkarya untuk mengeksfresikan isi hatinya klo dapet iduit itu bonus beda pemikirannya sama seniman jaman sekarng seniman jaman sekarang di balik pikirannya yg berkarya untuk uang makanya karyanya asal asalan yg penting trending terus firal yg penting dapat cuan,neutral
193,193,193,seniman legend pokoknya,neutral
194,194,194,semangat terus buat om indro n om boneng yg telah menghibur kita semua ,neutral
195,195,195,wah kek boneng masih idup semoga berkah,neutral
196,196,196,seniman proyek atau aku biasanya bilang seni industri yang om boneng bilang itu bener bangettt saya lulusan dari kampus tim itu karena emang suka seni dan budaya indonesia niatnya dulu sih mau beneran memperdalam seni dan ngarah jadi seniman tapi apa daya situasi di kehidupan apalagi zaman sekarang nggak izinin saya buat berkarya aja harga belakangan kayak gitu akhirnya lulus dari sana mau nggak mau jadi seniman proyekindustri yang masih cari gaji bulanan sedih sebenernya karena saya ngerasain banget nggak adanya keikhlasan ngebuat karya yang harus dipaksain selesai demi deadline tiap tiga hari sekali ngerasain banget bisa sampe nangis karena hal yang dulu bikin saya bahagia sekarang rasanya malah kayak beban balik lagi apa daya keadaan saya nggak memungkinkan buat ngelakuin itutapi tetep berharap buat nggak terus  kerja di industri semoga sebentar lagi kalau keadaan dan kehidupan saya mulai tenang bisa balik berkarya dengan seneng dan ikhlas kayak dulu sebelum saya belum punya tanggung jawab di keluarga sebesar inisehat terus om boneng dan om indro,neutral
197,197,197,,neutral
198,198,198,film warkop ketika boneng menjadi pelatih security,neutral
199,199,199,komandan satpam laker,neutral
200,200,200,seniman komedi favorit tahun 90ansemoga panjang umur dn sehat selalu,neutral
201,201,201,pada dasarnya manusia hidup untuk cerita,neutral
202,202,202,komedian senior bang didin boneng jg mas indro semoga sehat sllu,neutral
203,203,203,luar biasa om indro dan om boneng terimakasih atas hasil karya yang telah menghibur dimasa kecil kami,neutral
204,204,204,tak kira udah meninggal kan film suzanna udah lama ya,neutral
205,205,205,yg gua inget lagi pelatihan satpam laker jatoh ke t4i kebokasino bisa kena steffanus nih ,neutral
206,206,206,ini nih gw suka,neutral
207,207,207,andai dono dan kasino masih ada pasti idupku terhibur,neutral
208,208,208,terharu lihat 2 legend bertemu kembali,neutral
209,209,209,om dedi boleh usul gak coba temuin dong om indro dg om dorman borisman dan om mat solar,neutral
210,210,210,kasihan om boneng setiap di tanya selalu di potong sama om indro,neutral
211,211,211,boneng yg suka onde ondee,neutral
212,212,212,trima kasih om boneng  om indro sudah menghibur di masa kecil tahun 90an smg om boneng  om indro serta keluarganya di berikan kesehatan dn sukses sll senantiasa dlm lindungan allah swt aamiiin yra ,neutral
213,213,213,sehat selalu om boneng om indrososok yg mewarnai masa muda generasi 80an,neutral
214,214,214,sehat selalu semoga dalam lindungan yg maha kuasa buat orang orang baik ,neutral
215,215,215,kumendan satpam laker ,neutral
216,216,216,warkop dki kenangan nongkrong sama tmn hbis pulang sekolah apa lagi libur ada film warkopitu yg di nantikan ,neutral
217,217,217,terima kasih the legend,neutral
218,218,218,inget pas om boneng peran jadi orang gila ngakak abis,neutral
219,219,219,om indro sangat bagus dalam bicara dan keliatan ilmu nya sangat bnyak,neutral
220,220,220,sehat selalu buat opa nanti ngopi bareng lg opa,neutral
221,221,221,jangan mendewakan duit,neutral
222,222,222,bang boneng adalah sang legensya sllu inget bang boneng di film nya suzanatrimakasih bang boneng sudah menemani di saat saya masih kecil,neutral
223,223,223,legend,neutral
224,224,224,demi nonton waekop dllu smpk nontn d baledesa ,neutral
225,225,225,yg berkesan om boneng melatih security itu latihan security apa wajib militer ,neutral
226,226,226,salut dg adab mang didin boneng biasany klo artis lama g muncul pngnnya mndominasi ngomong ktika tampiltp beliau bnr2 bicara saat dpt waktu dan g nyela bicara org wlau jstru beliau dsela bbrp kali ktika mau komentar,neutral
227,227,227,om boneng klepon pa onde onde sih,neutral
228,228,228,jaman dulu artisnya orangorang intelektual utamakan pendidikan  attitudeskrg terbalik krn viral,neutral
229,229,229,betul om indro bebasnya film asing masuk dan monopoly 21 menghancurkan film indonesia th 90an,neutral
230,230,230,sehat selaluuu semuq,neutral
231,231,231,om diding bonengpemanis warkop dki,neutral
232,232,232,tamu episode kali ini bnr2 the real living legendnya komedi indonesiagood jobkutipan epic dr pakde indro elu mikir kita nggak,positive
233,233,233,gila gua nangis terharu mendengar semua langsung dari seniman sejati dan ikhlas sehat selalu pakde indro dan pakde boneng dan buat lo om dedd loo genius,neutral
234,234,234,badan aja lu gedein sama maling aja takut hahahha om indro kena kerjain om diding boneng rampok spesial klepononde onde  salut peranan semua di warkop dki  natural,positive
235,235,235,om boneng terptong mulu pngn banget denger beliau ngomong kesamber mulu,neutral
236,236,236,aku salah satu yg termakan isu klo om boneng mninggal 2 legend yg sangat hebat,neutral
237,237,237,masya allah sehat2 selalu buat para legends,neutral
238,238,238,kunci nya di hati mereka tidak ada sipat iri dengki  tp saling menyayangi dan saling tolong menolong jaman sekarang mna ada seperti mereka,neutral
239,239,239,keren banget dah,neutral
240,240,240,terima kasih om dedy sudah diperlihatkan lagi om indro dan om boneng yang sudah melegahkan dahaga kami melihat panutan dan senior seluruh indonesia terima kasih banyak om dedy semoga om dedy dan om indro om boneng sehat selalu ditambah rejekinya dan barokahamin,neutral
241,241,241,alm kasino dan dono senang melihat ini,neutral
242,242,242,semoga di berikan kesehatan dan keberkahan hidupsalam hormat legenda atas semua karya sampean yang mewarnai humor dan kelucuan di masa kanakkanak ku,neutral
243,243,243,2 legend yg sangat berkualitas,neutral
244,244,244,om diding boneng adalah orang yang paling mencintai warkop,neutral
245,245,245,terima kasih om indro sudah menemani sejak masa kecil,neutral
246,246,246,saat thn 80 an setiap hari lebaran saya suka sekali menonton film warkop di bioskop saat group warkop masih lengkap 4 orang saya sudah sering mendengar di radio prambors,neutral
247,247,247,haru dengar kata om bokir ini yg benarseniman legent  saya lebih tau apa itu iklas dan beryukur,neutral
248,248,248,ini sih bukan pelawak tapi seniman lawak ,neutral
249,249,249,jadi ingat epsidoe ngakak dki latihan jdi sekuriti,neutral
250,250,250,orangorang yang selalu menghibur 1 indonesia zaman dahulu saat zaman nonton pakai cd tetangga harus mandi dulu baru boleh ikutan nonton kalau tidak disuruh pulang hahahah,neutral
251,251,251,masya allah berkah untuk om indro bang boneng dan mas dedyobrolan yang sangat bermanfaat sarat dengan nasihat dan pelajaran kehidupan sangat naturalsemangat terus untuk menularkan kebaikan dan kebajikan dalam era digital dan serba instansalut ,neutral
252,252,252,sudah lama gak muncul om boneng kirain sudah  tiada semoga panjang umur dan sehat selalu buat semuanya,neutral
253,253,253,indro masih idupkah,neutral
254,254,254,bener seniman jangan terpaku sama duit jadi inget kasusnya basquiat,neutral
255,255,255,kalau bicara seniman melekat kental pada pak diding  semoga pak diding selalu dalam lindungan allah swt amin ,neutral
256,256,256,respect sama idola saya pak diding idola saya banget ,neutral
257,257,257,mahal ini ilmu semua ,neutral
258,258,258,beda kolam beda aernya beda beda masa beda orangnya setiap masa ada orangnya setiap orang ada masanya jangan gak perlu heran,neutral
259,259,259,masih inget om boneng jadi kepala satpam wkwk,neutral
260,260,260,nilai moral podcast ini  ikhlas bersyukur dan terus berusaha meski tidak memenuhi keinginan,neutral
261,261,261,sehat2 terus ya om boneng dan om indro karya kalian itu best mantap karya warkop adalah karya legend bagi anak 90an,positive
262,262,262,legenda hiburan,neutral
263,263,263,podcast om dedy gila sih gak ada lawan  beda dengan podcast podcast yang lain yg gatau arah tujuan nya ,neutral
264,264,264,pernah ketemu om boneng digedung juang 45 tambun bekasisalam semoga sehat selaluyg lahir th 70an pasti mengidolakan film warkop,neutral
