,Unnamed: 0.1,Unnamed: 0,comment,sentimen
65,65,65,im 11 and im in love with westlife for about 1 year nowi get laughed at for liking backstreet boys and westlife but my mom tells me it doesnt care how old a song isit will always stay the beautiful,positive
66,66,66,listening to this song feels still like the first time i heard it,positive
67,67,67, ,neutral
68,68,68,listening to it in 2023 and still good,positive
69,69,69,an old song but ever new,positive
70,70,70,scusami scusami scusami ho bisogno della mia medicina scusami scusami ma sono una farfalla           ,neutral
71,71,71,2023 ,neutral
72,72,72,a song they uploaded back years ago on my exact birthday and it has been my fave track of them since stop asking me if i am still listening cuz i never left and i could probably say that after all those years i became a betterman,positive
73,73,73,yes  1   thank you 138,neutral
74,74,74,ed sheerans lyricism is on another level ,neutral
75,75,75,lovely song much love westlife looking forward seeing you all one day,positive
76,76,76,2023 where u at ,neutral
77,77,77,legend,neutral
78,78,78,oktober 2023,neutral
79,79,79,2023we still here,neutral
80,80,80,old is gold listening in 2023,positive
81,81,81,i love to listen all the songs of westlife from then until now their voices never change it always lovely and beautiful voices ,positive
82,82,82,westlife are the best ,positive
83,83,83,whos listening to this song in 2023 song never gets old,positive
84,84,84,,neutral
85,85,85,westlife the best,positive
86,86,86,,neutral
87,87,87,westlife and a1 are my favorite boybands first saw you guys when i was around 10 its 2023 and i still love you guys,positive
88,88,88,2023october thumbs up,neutral
89,89,89,beautiful song ,positive
90,90,90,2023 still listening,neutral
91,91,91,2023 last day of september,neutral
92,92,92,best ever 2023,positive
93,93,93,this was supposed to be an emotional songbut shane had to ruin it with that mike,neutral
94,94,94,2023,neutral
95,95,95,forever be part of me one of the best boy band for me thank you westlife for the music that serves as entertainment and inspiration for me until now forever will be remembered im a 2001liner and your music is always a masterpiece superb and wholesome ,positive
96,96,96,2023 ,neutral
97,97,97,2023 show your light,positive
98,98,98,you and i had something special babysomething that you only see on movie screens i knowlately ive been missing you like crazyoh why whyd you let me in just to let me gomost guys will get high when feeling lowbut i dont think that thats the way to gosometimes ill be sitting on my ownthinking bout life thinking bout you and mehow do you lose the one you loveafter giving it all you gave it upmaybe my love wasnt enoughyou think you know but you never canhow do you lose your only planwell darling just give me one more chanceand ill give you everything i haveill try to be a better mani felt things when we were nakedi saw an angel but theyve hidden their wings i knoweveryones got that special babyoh i now i only see you in my dreamsmost guys will get high when feeling lowbut i dont think that thats the way to gosometimes ill be sitting on my ownthinking bout life thinking bout you and mehow do you lose the one you loveafter giving it all you gave it upmaybe my love wasnt enoughyou think you know but you never canhow do you lose your only planwell darling just give me one more chanceand ill give you everything i haveill try to be a better manive been up and ive been downthink thats just what loves aboutyou took the words right out my mouthif you feel it say it nowits been a while but ive figured it outbut it aint just what loves aboutyou took the words right out my mouthbut if you feel it say it nowhow do you lose the one you love how do you loseafter giving it all you gave it upand maybe my love wasnt enoughyou think you know but you never canand how do you lose your only planwell darling just give me one more chanceand ill give you everything i haveill try to be a better man,positive
99,99,99,my one only love for lifetime ms u guys,positive
100,100,100,i almost forgot to listen to this masterpiece today ,neutral
101,101,101,2023,neutral
102,102,102,westlife for ever,neutral
103,103,103,started listening to westlife from 2003 still listening 2023and will always dolove you all,neutral
104,104,104,my be my love was not enough ,positive
105,105,105,now im 25 and still fall in love with them since elementary school,positive
106,106,106,who here for this master piece in september 2023,neutral
107,107,107,west life never fades in my ears,neutral
108,108,108,its 2023 still like this,neutral
109,109,109,hadirlah di tengah2 mrk secara luas dan merata sejauh pandangan mata memandang dan memperhatikan dengan baik dan bijak sana agar mrk tetap erasa nyaman tanpa hrs merasa tertekaan dan merasa curiga atau dicurigai agar mrk dpt merasakan cinta kasih yg baik tanpa paksaan dan dpt merasakan dg baik,neutral
110,110,110,the first song i heard back then from them and it was absolutely gooood ,positive
111,111,111,yesits a nice but you lacked that soul you left at previous albums,positive
112,112,112,i love u westlife  ,positive
113,113,113,2023 is almost over but we still here westlife never gets old,positive
114,114,114,shane and marks voices go so well together  so is nicky and kians,neutral
115,115,115,i am addicted to this song your songs never disappoint,negative
116,116,116,2023,neutral
117,117,117,whos is listening this song on 2023,neutral
118,118,118,thanks ed sheeran for the lyrics,positive
119,119,119,legends,neutral
120,120,120,listening to these guys in 2023 the same i did in the late 90s timeless ageless and still brilliant keep it up guys,positive
121,121,121,2023still one of my favourites,neutral
122,122,122,absolutely love this song one of my faves off the spectrum album westlife are the best band in the world,positive
123,123,123,sept 1 2023 ,neutral
124,124,124,i love this song very nice,positive
125,125,125,who else doesnt like westlife everyone loves them,neutral
126,126,126,west  life will never die,neutral
127,127,127,best,positive
128,128,128,yes listening 2023,neutral
129,129,129,2023,neutral
130,130,130,ok    colore tistabenissimo ,positive
131,131,131,i think mark is the better of the two  shane is also very good with his talent love  them both cant forget kian  nicky they both hold their own making for a awesome boy band love to all of them  their families ,positive
132,132,132,i love diz song,positive
133,133,133,who is listening to this song on 2023,neutral
134,134,134,an incredible song full of passion ,positive
135,135,135,where is one of them,neutral
136,136,136,who is listening to this master in 2023,neutral
137,137,137,brings back so many memories,positive
138,138,138,love your voice mark,positive
139,139,139,hasta que les dan un solo a los weros ,neutral
140,140,140,the best     till more years to come,positive
141,141,141,my idols,neutral
142,142,142,whos listening now 2023,neutral
143,143,143,whose listening to this song on 2023,neutral
144,144,144,2023 still keeping listen this songmuch love from zanzibar ,positive
145,145,145,this is  a masterpiece one doesnt get to hear music like this no more,negative
146,146,146,,neutral
147,147,147,still one of the best song in 2023 too,positive
148,148,148,i love i love 2023,positive
149,149,149,quien en 2023  ,neutral
150,150,150,who are here in 2023 august and on,neutral
151,151,151,2023 august still rocking,neutral
152,152,152,i love you guys ,positive
153,153,153,2023 august ,neutral
154,154,154,years could pass but i always return to listen to westlife songs i remembers me of my childhood and the love and emotions of those precious moments masterpiece ,positive
155,155,155,leave a comment when we get to 2024 and beyond,neutral
156,156,156,dark skinned made the so cool,positive
157,157,157,such a chill song to listen to while driving,neutral
158,158,158,westlife is the real deal best music great lyrics,positive
159,159,159,2023,neutral
160,160,160,cant wait to watch yall perform in south africa,neutral
161,161,161,i open youtube and this song pops up just when im heartbroken take me back to where we met i wish i knew what i was getting myself intolife must continue i will come back strongmay god help me,neutral
162,162,162,always listening,neutral
163,163,163,i cant get of tired this guys for the rest of my life even i know and am sure i will use my last breath to say bye to westlife cuz of this beautiful song of life,positive
164,164,164,,neutral
165,165,165,2023,neutral
166,166,166,westlife is gold makes me fall harder again ,negative
167,167,167,im a biggest fans of westlife from the first album deluxeuntilalbum hello my loveall my room full of westlife posteri really love u guysu never cant end expecially shane filanvoice so softand him album also goodlove u guys so much ,positive
168,168,168,wowwww,neutral
169,169,169,linda cano,neutral
170,170,170,this song makes me cry,neutral
171,171,171,wow,positive
172,172,172,guys i am a retiree abd will aleays be youf fanthank you for all those moments of  sheer pleasure,neutral
173,173,173,i grew up listening to westlife now am a father of three kids and these songs still define love and relationships even in this decadewhen is westlife coming to kenya,positive
174,174,174,these lads get better and better up the irish,positive
175,175,175,2023 still rocking to westlife music,neutral
176,176,176,2023 july i get high when i feel low and i know its aint the way to go,positive
177,177,177,in rwanda we love you so much ,positive
178,178,178,who is here to listen this masterpiece ,neutral
179,179,179,2022 ,neutral
180,180,180,,neutral
181,181,181,2023,neutral
182,182,182,beautiful song 2023,positive
183,183,183,2023,neutral
184,184,184,i am,neutral
185,185,185,you and i had something special babysomething that you only see on movie screensi know lately ive been missing you like crazyoh why whyd you let me in just to let me gomost guys will get high when feeling lowbut i dont think that thats the way to gosometimes ill be sitting on my ownthinking bout life thinking bout you and mehow do you lose the one you loveafter giving it all you gave it upmaybe my love wasnt enoughyou think you know but you never canhow do you lose your only planwell darling just give me one more chanceand ill give you everything i haveill try to be a better mani felt things when we were nakedi saw an angel but theyve hidden their wingsi know everyones got that special babyoh why now i only see you in my dreamsmost guys will get high when feeling lowbut i dont think that thats the way to gosometimes ill be sitting on my ownthinking bout life thinking bout you and mehow do you lose the one you loveafter giving it all you gave it upmaybe my love wasnt enoughyou think you know but you never canhow do you lose your only planwell darling just give me one more chanceand ill give you everything i haveill try to be a better manive been up and ive been downthink thats just what loves aboutyou took the words right out my mouthif you feel it say it nowits been a while but ive figured it outbut aint that just what loves aboutyou took the words right out my mouthbut if you feel it say it nowhow do you lose the one you love how do you loseafter giving it all you gave it upand maybe my love wasnt enoughyou think you know but you never canand how do you lose your only planwell darling just give me one more chanceand ill give you everything i haveill try to be a better mansongwriters steve mac ed sheeran fred gibsonfor noncommercial use onlydata from musixmatch,positive
186,186,186,2023 and i miss them,neutral
187,187,187,,neutral
188,188,188,2023 raise your hands ,neutral
189,189,189,listening till yr 2023,neutral
190,190,190,kian and nicky become better vocal,positive
191,191,191,future generationplz dont let westlife music die ,neutral
192,192,192,agradecer siempre a mi padre por haberme inculcado sin querer ste gnero de msica yo nac en 1999 y hasta despus de el preescolar comenc a identificar la msica westlife junto con los backstreet boys se convirtieron en mis ms icnicas y bandas favoritas desde que los escuchespero poder hacerlo trascendental con mis hijos tambinsaludos desde mxico amigos,neutral
193,193,193,2023,neutral
194,194,194,even theyre getting oldthey still have young voicei loved them ever,positive
195,195,195,perfect song youre always the bests,positive
196,196,196,babei said i love you and i meant it if you love meyou will show it too,positive
197,197,197,if they had this song when they started you may not have felt as strong as you do now after growing up with them having hearts broken and so much memories to hold on to this song hits pretty hard now and its classic westlife,positive
198,198,198,if you feel it say it now love this song,positive
199,199,199,2023 whose here ,neutral
200,200,200,we all need a better man,positive
201,201,201,im back again now on july 05 2023,neutral
202,202,202,you and i had something special babysomething that you only see on movie screens i knowlately ive been missing you like crazyoh why whyd you let me in just to let me gomost guys will get high when feeling lowbut i dont think that thats the way to gosometimes ill be sitting on my ownthinking bout life thinking bout you and mehow do you lose the one you loveafter giving it all you gave it upmaybe my love wasnt enoughyou think you know but you never canhow do you lose your only planwell darling just give me one more chanceand ill give you everything i haveill try to be a better mani felt things when we were nakedi saw an angel but theyve hidden their wings i knoweveryones got that special babyoh i now i only see you in my dreamsmost guys will get high when feeling lowbut i dont think that thats the way to gosometimes ill be sitting on my ownthinking bout life thinking bout you and mehow do you lose the one you loveafter giving it all you gave it upmaybe my love wasnt enoughyou think you know but you never canhow do you lose your only planwell darling just give me one more chanceand ill give you everything i haveill try to be a better manive been up and ive been downthink thats just what loves aboutyou took the words right out my mouthif you feel it say it nowits been a while but ive figured it outbut it aint just what loves aboutyou took the words right out my mouthbut if you feel it say it nowhow do you lose the one you love how do you loseafter giving it all you gave it upand maybe my love wasnt enoughyou think you know but you never canand how do you lose your only planwell darling just give me one more chanceand ill give you everything i haveill try to be a better man,positive
203,203,203,who is listening this song on 2023 ,neutral
204,204,204,lagu2 westlifeemang the best,positive
205,205,205,selamat ulang tahun buat seseorang yang hari ini ulang tahun di tgl 29 juni smoga dngr lagu ini juga mns,neutral
206,206,206,the mv seems to mirror nicky and shanes love story both of them first met their future wives in secondary school,positive
207,207,207,i want more westlife,positive
208,208,208,like this song,neutral
209,209,209,westlife never gets old,positive
210,210,210,really love westlife soooo much ,positive
211,211,211, 2023,neutral
212,212,212,my fathers favorite band and tha song they sing especially this kind of mtv,positive
213,213,213,am listening ,neutral
214,214,214,awesome ,positive
215,215,215,16062023,neutral
216,216,216,marks face has changed a lot its unrecognizable whereas the others have the same face but more adult shane is more handsome now older,positive
217,217,217,i love that song because that makes me much better now because i like your album  perfect boy band ,positive
218,218,218, westlife never disappoint never goes out of style history proven shane kian mark nicky bryan respect,neutral
219,219,219,im not sure so dont me on this but my system lies with darren business degree but please dont dont call me today because im not sure it would be good if if she has done the business the business certificate but i consider im not sure,negative
220,220,220,nice song,positive
221,221,221,darling give me one more chance ill try to be a better man,positive
222,222,222,2023,neutral
223,223,223,am here all in 2023,neutral
224,224,224,alws remain my best music,positive
225,225,225,westlife the best,positive
226,226,226,june 2 2023 whose here missing a better man,positive
227,227,227,2023 ,neutral
228,228,228,pure gold music,positive
229,229,229,listening on 2023,neutral
230,230,230,these guys can sing grew up on their music,neutral
231,231,231,2023,neutral
232,232,232,westlife uptown girl best song ever,positive
233,233,233,what a song,neutral
234,234,234,2023 again and again,neutral
235,235,235,i will never get tied to listen westlife,neutral
236,236,236,i will never get tied to listen westlife,neutral
237,237,237,i will never get tied to listen westlife,neutral
238,238,238,the best song ever ,positive
239,239,239,thats such a beautiful video and how they got shane was perfect  ,positive
240,240,240,beautiful no canso de ouvir lindossssss,positive
241,241,241,still listing and its 2023,neutral
242,242,242,wow its 2030 and this song still is a vibe ,positive
243,243,243,2023,neutral
244,244,244,i am still thinking this is a dreamnevertheless the time pass every day  and it is telling me that this for reali am interchanging views with you almost once a weekyou are giving the encourage to continue walking my lovely friendi love you with my heart and soulthe life is beauty with your presence in my life,positive
245,245,245,2023 raise ,neutral
246,246,246,great song,positive
247,247,247,still in love 2023,positive
248,248,248,where is brian,neutral
249,249,249,my childhood love,positive
250,250,250,nice song,positive
251,251,251,west life never gets old,positive
252,252,252,i miss someone,neutral
253,253,253,wow still here in 2023,positive
254,254,254,still got amazing vocals,positive
255,255,255,you and i had something special babysomething that you only see on movie screens i knowlately ive been missing you like crazyoh why whyd you let me in just to let me gomost guys will get high when feeling lowbut i dont think that thats the way to gosometimes ill be sitting on my ownthinking bout life thinking bout you and mehow do you lose the one you loveafter giving it all you gave it upmaybe my love wasnt enoughyou think you know but you never canhow do you lose your only planwell darling just give me one more chanceand ill give you everything i haveill try to be a better mani felt things when we were nakedi saw an angel but theyve hidden their wings i knoweveryones got that special babyoh i now i only see you in my dreamsmost guys will get high when feeling lowbut i dont think that thats the way to gosometimes ill be sitting on my ownthinking bout life thinking bout you and mehow do you lose the one you loveafter giving it all you gave it upmaybe my love wasnt enoughyou think you know but you never canhow do you lose your only planwell darling just give me one more chanceand ill give you everything i haveill try to be a better manive been up and ive been downthink thats just what loves aboutyou took the words right out my mouthif you feel it say it nowits been a while but ive figured it outbut it aint just what loves aboutyou took the words right out my mouthbut if you feel it say it nowhow do you lose the one you love how do you loseafter giving it all you gave it upand maybe my love wasnt enoughyou think you know but you never canand how do you lose your only planwell darling just give me one more chanceand ill give you everything i haveill try to be a better man you and i had something special babysomething that you only see on movie screens i knowlately ive been missing you like crazyoh why whyd you let me in just to let me gomost guys will get high when feeling lowbut i dont think that thats the way to gosometimes ill be sitting on my ownthinking bout life thinking bout you and mehow do you lose the one you loveafter giving it all you gave it upmaybe my love wasnt enoughyou think you know but you never canhow do you lose your only planwell darling just give me one more chanceand ill give you everything i haveill try to be a better mani felt things when we were nakedi saw an angel but theyve hidden their wings i knoweveryones got that special babyoh i now i only see you in my dreamsmost guys will get high when feeling lowbut i dont think that thats the way to gosometimes ill be sitting on my ownthinking bout life thinking bout you and mehow do you lose the one you loveafter giving it all you gave it upmaybe my love wasnt enoughyou think you know but you never canhow do you lose your only planwell darling just give me one more chanceand ill give you everything i haveill try to be a better manive been up and ive been downthink thats just what loves aboutyou took the words right out my mouthif you feel it say it nowits been a while but ive figured it outbut it aint just what loves aboutyou took the words right out my mouthbut if you feel it say it nowhow do you lose the one you love how do you loseafter giving it all you gave it upand maybe my love wasnt enoughyou think you know but you never canand how do you lose your only planwell darling just give me one more chanceand ill give you everything i haveill try to be a better man,positive
256,256,256,this song ,neutral
257,257,257,2023,neutral
258,258,258,amo demais ,neutral
259,259,259,wte sempre ,neutral
260,260,260,maravilhosos ,neutral
261,261,261,lovely song sung beautifuly ,positive
262,262,262,amadureceram e ficaram mais lindos ainda e a vozes um arrassooooooouauuuu parabens,neutral
263,263,263,2023,neutral
264,264,264,how do you lose the one you loveyour only friendjust how,neutral
265,265,265,you and i had something special babysomething that you only see on movie screens i knowlately ive been missing you like crazyoh why whyd you let me in just to let me gomost guys will get high when feeling lowbut i dont think that thats the way to gosometimes ill be sitting on my ownthinking bout life thinking bout you and mehow do you lose the one you loveafter giving it all you gave it upmaybe my love wasnt enoughyou think you know but you never canhow do you lose your only planwell darling just give me one more chanceand ill give you everything i haveill try to be a better mani felt things when we were nakedi saw an angel but theyve hidden their wings i knoweveryones got that special babyoh i now i only see you in my dreamsmost guys will get high when feeling lowbut i dont think that thats the way to gosometimes ill be sitting on my ownthinking bout life thinking bout you and mehow do you lose the one you loveafter giving it all you gave it upmaybe my love wasnt enoughyou think you know but you never canhow do you lose your only planwell darling just give me one more chanceand ill give you everything i haveill try to be a better manive been up and ive been downthink thats just what loves aboutyou took the words right out my mouthif you feel it say it nowits been a while but ive figured it outbut it aint just what loves aboutyou took the words right out my mouthbut if you feel it say it nowhow do you lose the one you love how do you loseafter giving it all you gave it upand maybe my love wasnt enoughyou think you know but you never canand how do you lose your only planwell darling just give me one more chanceand ill give you everything i haveill try to be a better man,positive
266,266,266,2023,neutral
267,267,267,i love you ,positive
268,268,268,westlife has been my favorite band since i was a kid and now am turning 19 and still listening to the songs until now and they will forever be my number one band ,positive
269,269,269,growing up listening to westlife is a blessing,neutral
270,270,270,westlife is blessed ,neutral
271,271,271,even though the singer get old their song never get old their song will live forever even after the human extinction ,positive
272,272,272,my favourite boyband,neutral
273,273,273,i didnt like to lose anybody,neutral
274,274,274,westlife member is look like young,positive
275,275,275,westlifes music is still even in 2023 have loved their songs since i was a kid and do still love them,positive
276,276,276,masterpiece written by ed sheeranmarvelous voice sung by westlife,neutral
277,277,277,april 2023 still listening to this song,neutral
278,278,278,its 2023 i love it ,positive
279,279,279,replaying for the nth time,neutral
280,280,280,2023,neutral
281,281,281,21 april 2023,neutral
282,282,282,pop,neutral
283,283,283,this song touches my soul im so in love with it and westlife too,positive
284,284,284,i think this guys must be the most romantic and loving souls  their partners are forever lucky they are indeed the greatest,positive
285,285,285,2023,neutral
286,286,286,now 2023 who still listening this song,neutral
287,287,287,still listening in 2023,neutral
288,288,288,whos listening this song in 2023 show your presence,neutral
289,289,289,i feel no see you never watch concert you in indonesia ned process and im lucky if would speak direct with westlife,positive
290,290,290,westlife forever,neutral
291,291,291,its 2023 and who is listening to this song  show ur presence,neutral
292,292,292,,neutral
293,293,293,lindo clip amei ,neutral
294,294,294,who still listening this song in 2023,neutral
295,295,295,20233,neutral
296,296,296,,neutral
297,297,297,,neutral
298,298,298,this is the most underrated song of westlife its just beautiful the younger generation doesnt know what theyre missing out on,positive
299,299,299,since 1999 until now 2023 i am still in love with westlife and i am still a big fan  i will never get tired of listening to their song ,positive
300,300,300,love you forever  their sounds and face is never old always be my favorite team ,positive
301,301,301,2023peeps,neutral
302,302,302,my all time favourites,neutral
303,303,303,2023 whos here ,neutral
304,304,304,westlife is a big inspirational impact in my childhood until now,positive
305,305,305,everyone asks me why iam so deeply in love with this song,positive
306,306,306,we all grew up listening to them  westlife evergreen,neutral
307,307,307,cinta sulit di ungkapkan tapi hati tidak bisa di bohongi terimakasih untuk menata hati semoga menebarkan cinta tuk semua happy selalu tuk  wetlef,positive
308,308,308,if youre listening in 2023  youre legend,neutral
309,309,309,sempre arrassandoooo so lindosssss,neutral
310,310,310,2023 i m listening  this song may be it will be my favorite song to my whole life,positive
311,311,311,how do you lose the one you loveafter giving it all,neutral
312,312,312,i am still in love with westlife i am 43 and i am from kazakhstan,positive
313,313,313,listening to this song in 2023,neutral
314,314,314,,neutral
315,315,315,nadia  2023,neutral
316,316,316,omg beauty,neutral
317,317,317,march 2023,neutral
318,318,318,in 2023 and im here,neutral
319,319,319,its 2023 and still loving these guys,positive
320,320,320,thebettermansayasukalagunyawestlifejugaprubadiyglebihbaiklagusahabatkusemuatimanarangannatomakkapasannaseeyouleather,neutral
321,321,321,my goodness powerful words,positive
322,322,322,loving this xxoxx,positive
323,323,323,this never gets old ,positive
324,324,324,,neutral
325,325,325,hermosa cancin e interpretacin westlife est en su mejor momento para m,neutral
326,326,326,been listening to westlife since 2001 and their music is still the best and my most favorite ,positive
327,327,327,thank you so much westlife  we  you shane filan nicky byrne mark feehily  kian egan  solidwestlife  westlifeforever ,positive
328,328,328,wow,positive
329,329,329,whos listening to this in 2023  024,neutral
330,330,330,this song should be from the deepest heart,neutral
331,331,331,in 2023 i lost the love of my life due to my stupidity i hope listens to this song and forgives me it explains how i feel now,negative
332,332,332,whos listening now,neutral
333,333,333,westlife is peak bruh,neutral
334,334,334,,neutral
335,335,335,westlife is the backstreet boys of europe,neutral
336,336,336,its 2023 i still love westlife ,positive
337,337,337,my door is open for you rs,neutral
338,338,338,2023 still listening,neutral
339,339,339,losing counts of how many times i watch this video all for that genuine laugh in the end  loving these lads always ,positive
340,340,340,2023,neutral
341,341,341,2022 checking in,neutral
342,342,342, beautiful song,positive
343,343,343,whos been here more than 10x,positive
344,344,344,,neutral
345,345,345,watching that video just love my boy shane your so funny,positive
346,346,346,music to my ears,neutral
347,347,347,that girl is so beautiful,positive
348,348,348,7th march 2023,neutral
349,349,349,still listening march 6 2023 ,neutral
350,350,350,you and i had something special babysomething that you only see on movie screens i knowlately ive been missing you like crazyoh why whyd you let me in just to let me gomost guys will get high when feeling lowbut i dont think that thats the way to gosometimes ill be sitting on my ownthinking bout life thinking bout you and mehow do you lose the one you loveafter giving it all you gave it upmaybe my love wasnt enoughyou think you know but you never canhow do you lose your only planwell darling just give me one more chanceand ill give you everything i haveill try to be a better mani felt things when we were nakedi saw an angel but theyve hidden their wings i knoweveryones got that special babyoh i now i only see you in my dreamsmost guys will get high when feeling lowbut i dont think that thats the way to gosometimes ill be sitting on my ownthinking bout life thinking bout you and mehow do you lose the one you loveafter giving it all you gave it upmaybe my love wasnt enoughyou think you know but you never canhow do you lose your only planwell darling just give me one more chanceand ill give you everything i haveill try to be a better manive been up and ive been downthink thats just what loves aboutyou took the words right out my mouthif you feel it say it nowits been a while but ive figured it outbut it aint just what loves aboutyou took the words right out my mouthbut if you feel it say it nowhow do you lose the one you love how do you loseafter giving it all you gave it upand maybe my love wasnt enoughyou think you know but you never canand how do you lose your only planwell darling just give me one more chanceand ill give you everything i haveill try to be a better man,positive
351,351,351,this song deserves more views ,positive
352,352,352,only men understand,neutral
353,353,353,girls dont know who better man is,positive
354,354,354,2023 and still jaming to the best boy band of time the real goats,positive
355,355,355,this should be in the setlist wild dreams tour quite sad they didnt sing it but its okey,negative
356,356,356,wow marvellous songbravooo,positive
357,357,357,the best as always westlifeforlife,positive
358,358,358,2023 still in love with westlife,positive
359,359,359,this was shot at windmill lane recording studios i was there in december 2022 so awesome to see this love westlife ,positive
360,360,360,2023 wow just found them i love the wedding song one of them sings,positive
361,361,361,dylan i remember dylan,neutral
362,362,362,since 1998 up to 2023 westlife captured my heart,neutral
363,363,363,you havent lost me i still love you forever ,positive
