,comm_date,author,author_id,likes,comment,video_id
102,2023-09-18T18:23:11Z,@EnockKikoole-mb8pd,UCLZq8_SCyDt5gecjyO10XUw,1,Westlife for ever,ZEQOE1oZQ-4
103,2023-09-17T13:15:50Z,@legionaier9238,UCavsVy0Jq2tTCzOD_RGOnSA,0,Started listening to Westlife from 2003 still listening 2023....and will always do🤗💐....love you all♥️,ZEQOE1oZQ-4
104,2023-09-15T20:23:04Z,@jossywanjugu1556,UCP1C8rlPupylD4Am9k_eOLw,2,My be my love was not enough 😭😭,ZEQOE1oZQ-4
105,2023-09-15T01:01:40Z,@mars7403,UCj6FeS62DRxZzSSdrE2avow,1,Now I'm 25 and still fall in love with them since elementary school,ZEQOE1oZQ-4
106,2023-09-11T10:48:15Z,@stephenrobort8482,UCYPLfOl8U6MlAOnPZ6NLRLg,0,Who here for this Master piece... In September 2023,ZEQOE1oZQ-4
107,2023-09-10T23:34:32Z,@birungicatherine5453,UC8-gMcmrr9C3yGZaWZEtfVQ,2,west life never fades in my ears❤❤❤,ZEQOE1oZQ-4
108,2023-09-10T12:06:12Z,@salihaisa8132,UCvoWvh3yg8evDIrCMawVEZg,0,It’s 2023 ❤still like this,ZEQOE1oZQ-4
109,2023-09-09T18:52:53Z,@RIAN_WIJAYA,UCh8oDmBEQmpXKNv_4LMKLyw,0,hadirlah di tengah2 mrk secara luas dan merata sejauh pandangan mata memandang dan memperhatikan dengan baik dan bijak sana agar mrk tetap erasa nyaman TANPA HRS MERASA tertekaan dan merasa curiga atau dicurigai. agar mrk dpt merasakan cinta kasih YG BAIK TANPA PAKSAAN dan dpt merasakan dg baik.,ZEQOE1oZQ-4
110,2023-09-09T15:19:31Z,@user-ek9qg3pu4d,UC2v2qDRgoX9CAIcf_aT3Mfg,2,The first song i heard back then from them and it was absolutely gooood ❤,ZEQOE1oZQ-4
111,2023-09-08T21:35:33Z,@phemelomonamodi8706,UCLjzWW60x8pQHiH8Tdu8w_Q,0,"Yes,its a nice but you lacked that ""Soul you Left"" at previous Albums",ZEQOE1oZQ-4
112,2023-09-08T14:25:42Z,@LeodelynBuaco,UCmjRXI-SscYKxcWyyYjepNw,0,I love u Westlife  ❤❤❤,ZEQOE1oZQ-4
113,2023-09-07T20:00:26Z,@mekay5948,UCi3u39KBcA-Ci6QFLjx-Xdw,1,"2023 is almost over but we still here 
Westlife never gets old",ZEQOE1oZQ-4
114,2023-09-07T03:34:35Z,@jayleency,UCmpTCvR3f2z9UR556J9KzSQ,0,Shane and Mark's voices go so well together 😭😭 so is Nicky and Kian's,ZEQOE1oZQ-4
115,2023-09-06T20:09:01Z,@ireneanyinkeng3089,UCVRehPM5ymh9tmw1i8kuD1w,2,I am addicted to this song. Your songs never disappoint❤❤❤❤❤,ZEQOE1oZQ-4
116,2023-09-06T12:38:04Z,@sumangwaarf8784,UCx-kHosSYYIXuqZZ9SYh5UA,0,2023,ZEQOE1oZQ-4
117,2023-09-05T23:03:45Z,@chinonsoeronini8850,UCoAhCrntfqx995z7dnz6euA,0,Who's is listening this song on 2023,ZEQOE1oZQ-4
118,2023-09-05T16:55:25Z,@tooniceforyou888,UCmZo41xZWsUyh_cmQDzzyGg,0,Thanks Ed Sheeran for the lyrics ,ZEQOE1oZQ-4
119,2023-09-05T07:10:46Z,@Randomscum123,UCyHdlTX_kBhLUQJpEs4YixQ,0,legends,ZEQOE1oZQ-4
120,2023-09-03T12:22:22Z,@drewpierce2838,UCEQG7Lj7x_wDcx-kFiXDz9g,1,Listening to these guys in 2023 the same I did in the late 90s timeless ageless and still brilliant keep it up guys,ZEQOE1oZQ-4
121,2023-09-02T19:48:23Z,@FelinaNgwenya-df1gh,UCgK03w75_ZjfIOUrKGFisLQ,0,2023💝💝still one of my favourites😍😍,ZEQOE1oZQ-4
122,2023-09-01T23:24:14Z,@juliacordingley6144,UCrjLrY06ly8EwEkR0D1eO2w,7,Absolutely love this song. One of my faves off the Spectrum album. Westlife are the best band in the world,ZEQOE1oZQ-4
123,2023-09-01T04:44:37Z,@asher6396,UC3E4lFb-M2dZ4xihxigH0ew,0,"Sept 1, 2023 ❤️",ZEQOE1oZQ-4
124,2023-08-27T12:53:57Z,@user-jn6vb3uz5c,UCpOyRs2hW60ew82yezg2PYg,2,I love this song very nice,ZEQOE1oZQ-4
125,2023-08-26T22:33:33Z,@gandamarkyaw3014,UCP_OlyB3Nh_XwyiunMJmB7A,1,Who else doesn't like Westlife? Everyone loves them!!!!!,ZEQOE1oZQ-4
126,2023-08-26T21:44:59Z,@KediboneMotloba-hm7hk,UCRjjZBiDt9jyt8bTFv1hszg,0,West  life will never die,ZEQOE1oZQ-4
127,2023-08-26T20:21:29Z,@user-wn5hs9qp7r,UC4QM5pNMhyuE5EvPk8ZjPBA,0,Best!!,ZEQOE1oZQ-4
128,2023-08-26T10:17:07Z,@kayhopkins8896,UCg-Bl_JO15c7uEmJPL8XkvQ,0,Yes listening 2023!!,ZEQOE1oZQ-4
129,2023-08-25T05:01:36Z,@sahidtajudeen4080,UCVoFoOZaIrQo_dO0aGHOg-Q,0,2023?,ZEQOE1oZQ-4
130,2023-08-22T22:13:20Z,@AnnaLisaPiga,UC39myWB8o0NSr_qx6G8EFmg,1,Ok 👌 🆗️ 🙆‍♂️ Colore TiStaBenissimo 😮😊😅😂🎉🎉❤❤❤❤❤❤❤,ZEQOE1oZQ-4
131,2023-08-22T05:43:10Z,@kayhopkins8896,UCg-Bl_JO15c7uEmJPL8XkvQ,1,"I think Mark is the better of the two. ❤ Shane is also very good with his talent. Love 💕 them both. Can’t forget Kian & Nicky, they both hold their own, making for a awesome boy band. Love to all of them, & their families. ❤❤",ZEQOE1oZQ-4
132,2023-08-21T13:47:09Z,@nalulemable4711,UCfZuAyfqZEVHZND1yVxQPOg,0,I love diz song,ZEQOE1oZQ-4
133,2023-08-20T19:54:49Z,@evakonadu2615,UCsPqdwQ2ax8KFczOrGbQm8A,3,Who is listening to this song on 2023😢,ZEQOE1oZQ-4
134,2023-08-19T18:54:11Z,@petermccartney9233,UCZT811C70Njtmj575Sb7Qfw,3,An incredible song full of passion ❤️,ZEQOE1oZQ-4
135,2023-08-19T11:42:54Z,@Queensyummyparadise,UCHObNER-ajnXaUG03sA2f1Q,0,Where is one of them?,ZEQOE1oZQ-4
136,2023-08-19T08:26:03Z,@theopistagwiza-sh6to,UCw56_a5fylRuBvaO4Bx8gvg,0,Who is listening to this master in 2023...❤❤❤❤,ZEQOE1oZQ-4
137,2023-08-17T05:02:52Z,@MaggieMatotoba-mx1ov,UCTk2pyjJg5fuW3B8tEzGfUA,3,Brings back so many memories,ZEQOE1oZQ-4
138,2023-08-16T21:21:58Z,@bernadinecupido6521,UCIezsPymn_M-sm9d-Vtr3gw,0,Love your voice Mark,ZEQOE1oZQ-4
139,2023-08-16T08:27:10Z,@FerXtrada,UCXHGdEyOIzY8PrvZNCxTDcQ,0,Hasta que les dan un solo a los weros... 😅🎉,ZEQOE1oZQ-4
140,2023-08-15T15:09:20Z,@tshepangtshukudu3708,UCTUIw0jBsn5B4rS7xrhVghg,0,🔥🔥🔥🔥🔥🔥🔥The best 🤩 🤩 🤩 🤩 till more years to come,ZEQOE1oZQ-4
141,2023-08-15T01:06:42Z,@raphaellaorongan8070,UCEnIOAuT5gWSzr6pLjPY0Jw,0,My idols❤❤❤,ZEQOE1oZQ-4
142,2023-08-15T01:06:13Z,@raphaellaorongan8070,UCEnIOAuT5gWSzr6pLjPY0Jw,3,Who's listening now 2023❤❤❤,ZEQOE1oZQ-4
143,2023-08-14T17:35:23Z,@alibonchishi7960,UCRlgjyfBiId9j3WHyvv7kKg,2,Whose listening to this song on 2023,ZEQOE1oZQ-4
144,2023-08-13T16:52:33Z,@SalumNyiga-vj9ut,UCU63hGgeHtfFY677a6qcQgg,0,"2023 still keeping listen this song❤❤❤
Much love from Zanzibar 🎉🎉🎉🎉",ZEQOE1oZQ-4
145,2023-08-13T12:54:09Z,@chineeobi1372,UCQKvqZ8JLQeU-PTbdzIXV2w,9,"This is  a masterpiece, one doesn't get to hear music like this no more.❤❤❤",ZEQOE1oZQ-4
146,2023-08-12T20:16:19Z,@natashandikuriyo4880,UCwWbvGoRPNR3khpt817hDog,0,❤😊,ZEQOE1oZQ-4
147,2023-08-12T12:24:38Z,@paulralte1478,UCUs9bCpV8ycatSkdjE2fEZg,3,Still one of the best song in 2023 too❤,ZEQOE1oZQ-4
